TITLE="Integrated loads convergence history"
VARIABLES="R-time", "P-Time", "Fn_x", "Fn_y", "Fn_z", "Mn_x", "Mn_y", "Mn_z", "Ft_x", "Ft_y", "Ft_z", "Mt_x", "Mt_y", "Mt_z"
      1     80  0.32576765E-05  0.28858313E-02  0.82626406E-02  0.31664176E-03  0.14166558E-01 -0.49764241E-02  0.33566688E-04  0.57904306E-03 -0.78110563E-04  0.28747536E-06 -0.13610145E-03 -0.10076751E-02
      1     90 -0.40740461E-06  0.25415270E-02  0.78780661E-02  0.29828592E-03  0.13514959E-01 -0.43905163E-02  0.30437604E-04  0.53792330E-03 -0.73422726E-04  0.21552320E-06 -0.12793996E-03 -0.93604590E-03
      1    100 -0.28593119E-05  0.21440298E-02  0.73335767E-02  0.27034679E-03  0.12593523E-01 -0.37146094E-02  0.27951419E-04  0.50392338E-03 -0.69265466E-04  0.16593485E-06 -0.12069864E-03 -0.87680871E-03
      2     10 -0.35125114E-04  0.17207745E-02  0.66711540E-02  0.15410280E-03  0.11478650E-01 -0.29963456E-02  0.17935822E-04  0.47546382E-03 -0.65591095E-04  0.93465626E-06 -0.11427355E-03 -0.82694401E-03
      2     20 -0.26314575E-04  0.88489615E-03  0.51750439E-02  0.81614763E-04  0.89547178E-02 -0.15831250E-02  0.16057545E-04  0.42571786E-03 -0.58796332E-04  0.80567219E-06 -0.10242000E-03 -0.74020203E-03
      2     30 -0.25125664E-04  0.66779770E-04  0.36987955E-02  0.32215366E-05  0.64637219E-02 -0.19220048E-03  0.13978140E-04  0.35885156E-03 -0.48194603E-04  0.73573035E-06 -0.83982987E-04 -0.62355405E-03
      2     40 -0.37420881E-04  0.16243337E-03  0.33311674E-02 -0.18171492E-04  0.58440829E-02 -0.33179087E-03  0.10866774E-04  0.30874423E-03 -0.40954605E-04  0.66187715E-06 -0.71386383E-04 -0.53642981E-03
      2     50 -0.43213634E-04  0.33389105E-03  0.32750338E-02 -0.20393275E-04  0.57431365E-02 -0.61364142E-03  0.91803159E-05  0.27405897E-03 -0.36169192E-04  0.60439612E-06 -0.63076294E-04 -0.47624817E-03
      1     10  0.48407836E-04  0.36224806E-02  0.85867940E-02  0.33039014E-03  0.14708770E-01 -0.62275604E-02  0.12968504E-03  0.19062967E-02 -0.26264692E-03 -0.50636293E-08 -0.45694449E-03 -0.33219553E-02
      1     20  0.24619620E-04  0.36273385E-02  0.86418377E-02  0.33266880E-03  0.14809724E-01 -0.62370727E-02  0.93587407E-04  0.13996619E-02 -0.19176990E-03  0.23060600E-06 -0.33380637E-03 -0.24384103E-02
      1     30  0.20945124E-04  0.36075295E-02  0.86475694E-02  0.33292901E-03  0.14820369E-01 -0.62034379E-02  0.72564560E-04  0.10997606E-02 -0.14986890E-03  0.32523716E-06 -0.26099543E-03 -0.19153322E-02
      1     40  0.18179504E-04  0.35643331E-02  0.86422021E-02  0.33276573E-03  0.14811121E-01 -0.61299272E-02  0.59024461E-04  0.91079822E-03 -0.12329959E-03  0.36794340E-06 -0.21479291E-03 -0.15858193E-02
      1     50  0.14981793E-04  0.34860951E-02  0.86263288E-02  0.33222844E-03  0.14783962E-01 -0.59970224E-02  0.49754238E-04  0.78484970E-03 -0.10557738E-03  0.38304193E-06 -0.18395553E-03 -0.13662610E-02
      1     10  0.48407565E-04  0.36224810E-02  0.85867968E-02  0.33039017E-03  0.14708775E-01 -0.62275611E-02  0.12968502E-03  0.19062964E-02 -0.26264665E-03 -0.50363578E-08 -0.45694404E-03 -0.33219548E-02
      1     20  0.24618732E-04  0.36273397E-02  0.86418368E-02  0.33266886E-03  0.14809722E-01 -0.62370745E-02  0.93588300E-04  0.13996710E-02 -0.19176961E-03  0.23060622E-06 -0.33380603E-03 -0.24384265E-02
      1     30  0.20942621E-04  0.36075512E-02  0.86475869E-02  0.33293274E-03  0.14820399E-01 -0.62034744E-02  0.72574981E-04  0.10998569E-02 -0.14987558E-03  0.32485282E-06 -0.26100739E-03 -0.19155010E-02
      1     40  0.18178298E-04  0.35644731E-02  0.86424480E-02  0.33279518E-03  0.14811538E-01 -0.61301613E-02  0.59039463E-04  0.91086912E-03 -0.12330493E-03  0.36789410E-06 -0.21480237E-03 -0.15859432E-02
      1     50  0.14982008E-04  0.34864398E-02  0.86270421E-02  0.33229880E-03  0.14785168E-01 -0.59975964E-02  0.49784994E-04  0.78491380E-03 -0.10558368E-03  0.38313687E-06 -0.18396692E-03 -0.13663742E-02
      1     60  0.11802055E-04  0.33560776E-02  0.85837703E-02  0.33065864E-03  0.14711348E-01 -0.57761604E-02  0.43180194E-04  0.69612882E-03 -0.93257810E-04  0.37614339E-06 -0.16251057E-03 -0.12116610E-02
      1     70  0.79011301E-05  0.31596813E-02  0.84791947E-02  0.32631569E-03  0.14533542E-01 -0.54422882E-02  0.37957629E-04  0.63022899E-03 -0.84415893E-04  0.34665621E-06 -0.14710737E-03 -0.10968501E-02
      1     80  0.32339091E-05  0.28895391E-02  0.82603297E-02  0.31644110E-03  0.14162765E-01 -0.49827682E-02  0.33604986E-04  0.57909124E-03 -0.78120195E-04  0.28711939E-06 -0.13611895E-03 -0.10077617E-02
      1     90 -0.43012326E-06  0.25472814E-02  0.78750463E-02  0.29800999E-03  0.13510010E-01 -0.44004846E-02  0.30466713E-04  0.53796146E-03 -0.73424140E-04  0.21565318E-06 -0.12794327E-03 -0.93611484E-03
      1    100 -0.28728441E-05  0.21508656E-02  0.73306302E-02  0.27005222E-03  0.12588746E-01 -0.37264778E-02  0.27999661E-04  0.50395266E-03 -0.69264493E-04  0.16618170E-06 -0.12069768E-03 -0.87686260E-03
      2     10 -0.35267725E-04  0.17287327E-02  0.66686684E-02  0.15384570E-03  0.11474654E-01 -0.30101670E-02  0.18081844E-04  0.47548710E-03 -0.65591528E-04  0.93471766E-06 -0.11427532E-03 -0.82698876E-03
      2     20 -0.26452340E-04  0.89360184E-03  0.51743566E-02  0.81352631E-04  0.89537352E-02 -0.15983042E-02  0.16069083E-04  0.42572364E-03 -0.58802413E-04  0.80501296E-06 -0.10243026E-03 -0.74021353E-03
      2     30 -0.25197646E-04  0.73750769E-04  0.37054451E-02  0.31390672E-05  0.64751765E-02 -0.20431393E-03  0.14060716E-04  0.35885528E-03 -0.48214753E-04  0.73447712E-06 -0.84016794E-04 -0.62356324E-03
      2     40 -0.37363293E-04  0.16966105E-03  0.33313668E-02 -0.18402253E-04  0.58444049E-02 -0.34396614E-03  0.11041544E-04  0.30877590E-03 -0.40976236E-04  0.65986304E-06 -0.71423353E-04 -0.53649191E-03
      2     50 -0.43208321E-04  0.33757223E-03  0.32781349E-02 -0.20533790E-04  0.57484261E-02 -0.62009840E-03  0.93363113E-05  0.27405954E-03 -0.36194228E-04  0.60214098E-06 -0.63118179E-04 -0.47625321E-03
      3     10 -0.51205212E-04  0.34447976E-03  0.32663508E-02 -0.61766819E-04  0.57263212E-02 -0.63250912E-03  0.42593896E-05  0.26857656E-03 -0.35471799E-04  0.10301219E-05 -0.61845875E-04 -0.46665634E-03
      3     20 -0.51380889E-04  0.29271087E-03  0.30254775E-02 -0.69686011E-04  0.53163288E-02 -0.54519961E-03  0.39015483E-05  0.25686659E-03 -0.34610710E-04  0.95794031E-06 -0.60320581E-04 -0.44630991E-03
      3     30 -0.47999668E-04  0.13724265E-03  0.21795021E-02 -0.98977088E-04  0.38845136E-02 -0.26954094E-03  0.30435445E-05  0.23718065E-03 -0.31425545E-04  0.89984521E-06 -0.54791542E-04 -0.41203952E-03
      3     40 -0.50425256E-04  0.95622152E-04  0.20551718E-02 -0.10121715E-03  0.36776276E-02 -0.18885581E-03  0.27329048E-05  0.21802234E-03 -0.28666920E-04  0.83652747E-06 -0.49988887E-04 -0.37874996E-03
      3     50 -0.53634087E-04  0.95562007E-04  0.20480798E-02 -0.98610285E-04  0.36625452E-02 -0.19058551E-03  0.26863400E-05  0.20246082E-03 -0.26527548E-04  0.77985969E-06 -0.46259560E-04 -0.35172492E-03
      4     10 -0.56219632E-04  0.95046152E-04  0.20517405E-02 -0.12480307E-03  0.36663106E-02 -0.19081311E-03 -0.86445023E-06  0.19983852E-03 -0.26175322E-04  0.10932435E-05 -0.45627354E-04 -0.34715936E-03
      4     20 -0.56887845E-04  0.86209864E-04  0.19635449E-02 -0.12439749E-03  0.35161053E-02 -0.17523219E-03 -0.95856196E-06  0.19426763E-03 -0.25817849E-04  0.10574653E-05 -0.44993558E-04 -0.33748067E-03
      4     30 -0.55473736E-04  0.36683108E-04  0.15167153E-02 -0.12950204E-03  0.27575119E-02 -0.81476915E-04 -0.76027946E-06  0.18432893E-03 -0.24210438E-04  0.10014214E-05 -0.42197290E-04 -0.32021157E-03
      4     40 -0.55108892E-04  0.45140084E-05  0.14993830E-02 -0.12572181E-03  0.27304223E-02 -0.22743086E-04 -0.73122036E-06  0.17380097E-03 -0.22738168E-04  0.94442178E-06 -0.39630734E-04 -0.30191945E-03
      4     50 -0.55576423E-04 -0.43421934E-05  0.15051528E-02 -0.12320293E-03  0.27401346E-02 -0.86349287E-05 -0.90628626E-06  0.16471403E-03 -0.21521537E-04  0.89252990E-06 -0.37509413E-04 -0.28613793E-03
      5     10 -0.55660770E-04 -0.57627443E-05  0.15059335E-02 -0.14345983E-03  0.27388046E-02 -0.69545370E-05 -0.37467016E-05  0.16308521E-03 -0.21308096E-04  0.11467174E-05 -0.37118825E-04 -0.28333704E-03
      5     20 -0.55639219E-04 -0.10778027E-04  0.14627303E-02 -0.14178514E-03  0.26642878E-02  0.24755283E-05 -0.36584830E-05  0.15970851E-03 -0.21057653E-04  0.11265336E-05 -0.36682618E-04 -0.27746983E-03
      5     30 -0.54471752E-04 -0.28884052E-04  0.12782483E-02 -0.13680011E-03  0.23479578E-02  0.39426669E-04 -0.35350889E-05  0.15357113E-03 -0.20010066E-04  0.10784247E-05 -0.34856325E-04 -0.26681931E-03
      5     40 -0.53385092E-04 -0.35819559E-04  0.12856368E-02 -0.13299232E-03  0.23599660E-02  0.53035240E-04 -0.33217054E-05  0.14675384E-03 -0.19081632E-04  0.10271529E-05 -0.33236857E-04 -0.25497473E-03
      5     50 -0.52684141E-04 -0.39365665E-04  0.12912594E-02 -0.13188007E-03  0.23695733E-02  0.58294070E-04 -0.31836448E-05  0.14064537E-03 -0.18266014E-04  0.98121746E-06 -0.31813963E-04 -0.24436134E-03
      6     10 -0.51805603E-04 -0.40651202E-04  0.12913681E-02 -0.14974919E-03  0.23669799E-02  0.59803604E-04 -0.56468290E-05  0.13947854E-03 -0.18118679E-04  0.11964293E-05 -0.31537172E-04 -0.24238911E-03
      6     20 -0.51741194E-04 -0.41800555E-04  0.12828658E-02 -0.14817299E-03  0.23507581E-02  0.62244838E-04 -0.56003401E-05  0.13716712E-03 -0.17841641E-04  0.11802723E-05 -0.31056759E-04 -0.23837431E-03
      6     30 -0.52546844E-04 -0.31651378E-04  0.12987201E-02 -0.14150208E-03  0.23724369E-02  0.47845593E-04 -0.54182063E-05  0.13292874E-03 -0.17178288E-04  0.11383032E-05 -0.29898435E-04 -0.23102510E-03
      6     40 -0.52325983E-04 -0.23954235E-04  0.13162085E-02 -0.13907349E-03  0.24006102E-02  0.34770833E-04 -0.52284708E-05  0.12806623E-03 -0.16532672E-04  0.10918957E-05 -0.28770791E-04 -0.22257694E-03
      6     50 -0.51397953E-04 -0.26374738E-04  0.13192951E-02 -0.13903427E-03  0.24052606E-02  0.38215326E-04 -0.51265723E-05  0.12361552E-03 -0.15919880E-04  0.10518885E-05 -0.27703443E-04 -0.21484068E-03
      7     10 -0.50708885E-04 -0.27780959E-04  0.13197069E-02 -0.15714280E-03  0.24030353E-02  0.39976966E-04 -0.72698516E-05  0.12270740E-03 -0.15807632E-04  0.12392340E-05 -0.27488043E-04 -0.21333899E-03
      7     20 -0.51043600E-04 -0.24881420E-04  0.13409844E-02 -0.15649951E-03  0.24371667E-02  0.35176807E-04 -0.72291613E-05  0.12101758E-03 -0.15474712E-04  0.12227755E-05 -0.26914838E-04 -0.21040374E-03
      7     30 -0.54471898E-04  0.86412410E-05  0.15079221E-02 -0.15423149E-03  0.27147593E-02 -0.21332918E-04 -0.71221119E-05  0.11784789E-03 -0.15069882E-04  0.11879398E-05 -0.26204771E-04 -0.20490930E-03
      7     40 -0.54856214E-04  0.21609084E-04  0.15346650E-02 -0.15343925E-03  0.27585055E-02 -0.44416717E-04 -0.69105864E-05  0.11417085E-03 -0.14593301E-04  0.11467806E-05 -0.25372132E-04 -0.19851688E-03
      7     50 -0.53844492E-04  0.19416388E-04  0.15350503E-02 -0.15399606E-03  0.27585898E-02 -0.41098226E-04 -0.67500756E-05  0.11075697E-03 -0.14116018E-04  0.11100260E-05 -0.24540849E-04 -0.19257858E-03
      8     10 -0.53929544E-04  0.17963275E-04  0.15352692E-02 -0.17445419E-03  0.27558244E-02 -0.39237846E-04 -0.86534285E-05  0.11000496E-03 -0.14028986E-04  0.12755304E-05 -0.24368589E-04 -0.19136591E-03
      8     20 -0.54671398E-04  0.23754555E-04  0.15753492E-02 -0.17525854E-03  0.28220892E-02 -0.49107692E-04 -0.86026178E-05  0.10870721E-03 -0.13673149E-04  0.12554133E-05 -0.23756873E-04 -0.18911100E-03
      8     30 -0.60037949E-04  0.69338882E-04  0.18264448E-02 -0.18042955E-03  0.32428953E-02 -0.12732987E-03 -0.84747712E-05  0.10621531E-03 -0.13429556E-04  0.12274434E-05 -0.23326921E-04 -0.18479006E-03
      8     40 -0.60432297E-04  0.81980371E-04  0.18550275E-02 -0.18118905E-03  0.32898669E-02 -0.15031479E-03 -0.82686609E-05  0.10331503E-03 -0.13062850E-04  0.11909257E-05 -0.22685819E-04 -0.17974564E-03
      8     50 -0.59441974E-04  0.80120579E-04  0.18518327E-02 -0.18192461E-03  0.32843286E-02 -0.14736404E-03 -0.80955096E-05  0.10059921E-03 -0.12683217E-04  0.11568401E-05 -0.22025291E-04 -0.17501912E-03
      9     10 -0.60581388E-04  0.78673193E-04  0.18514911E-02 -0.20586321E-03  0.32802365E-02 -0.14556245E-03 -0.98189417E-05  0.99949223E-04 -0.12611441E-04  0.13048298E-05 -0.21879097E-04 -0.17399892E-03
      9     20 -0.61532745E-04  0.85431978E-04  0.18964890E-02 -0.20799715E-03  0.33553335E-02 -0.15712711E-03 -0.97631811E-05  0.98913595E-04 -0.12269864E-04  0.12808409E-05 -0.21292176E-04 -0.17219876E-03
      9     30 -0.67522634E-04  0.12997620E-03  0.21581485E-02 -0.21979598E-03  0.37948668E-02 -0.23380159E-03 -0.96078146E-05  0.96882948E-04 -0.12117874E-04  0.12588057E-05 -0.21022067E-04 -0.16867398E-03
      9     40 -0.67826203E-04  0.13896645E-03  0.21802905E-02 -0.22163661E-03  0.38314851E-02 -0.25052383E-03 -0.93897490E-05  0.94524250E-04 -0.11831835E-04  0.12266695E-05 -0.20522641E-04 -0.16456724E-03
      9     50 -0.67123633E-04  0.13733417E-03  0.21725941E-02 -0.22216927E-03  0.38187818E-02 -0.24789030E-03 -0.92008426E-05  0.92303228E-04 -0.11518266E-04  0.11943951E-05 -0.19976958E-04 -0.16069871E-03
     10     10 -0.69372870E-04  0.13580702E-03  0.21715266E-02 -0.24960711E-03  0.38128693E-02 -0.24606577E-03 -0.10779398E-04  0.91723007E-04 -0.11457915E-04  0.13279668E-05 -0.19849969E-04 -0.15981221E-03
     10     20 -0.70341818E-04  0.14147586E-03  0.22093447E-02 -0.25235392E-03  0.38763421E-02 -0.25579295E-03 -0.10712147E-04  0.90868242E-04 -0.11172364E-04  0.13026742E-05 -0.19359267E-04 -0.15832472E-03
     10     30 -0.75714290E-04  0.17563094E-03  0.24268899E-02 -0.26714993E-03  0.42419860E-02 -0.31443128E-03 -0.10551966E-04  0.89170166E-04 -0.11050086E-04  0.12835039E-05 -0.19142198E-04 -0.15537281E-03
     10     40 -0.76098359E-04  0.17950154E-03  0.24385501E-02 -0.26938219E-03  0.42618739E-02 -0.32206725E-03 -0.10315605E-04  0.87209180E-04 -0.10819640E-04  0.12546794E-05 -0.18739684E-04 -0.15195390E-03
     10     50 -0.75923388E-04  0.17770503E-03  0.24262506E-02 -0.26941197E-03  0.42417399E-02 -0.31923851E-03 -0.10126801E-04  0.85354091E-04 -0.10555388E-04  0.12239534E-05 -0.18280054E-04 -0.14872104E-03
     11     10 -0.79060508E-04  0.17602726E-03  0.24246149E-02 -0.29956847E-03  0.42341062E-02 -0.31730816E-03 -0.11586553E-04  0.84823960E-04 -0.10505327E-04  0.13457357E-05 -0.18170744E-04 -0.14793233E-03
     11     20 -0.79875732E-04  0.17950436E-03  0.24493686E-02 -0.30204026E-03  0.42758451E-02 -0.32331677E-03 -0.11514297E-04  0.84099425E-04 -0.10292036E-04  0.13224024E-05 -0.17804086E-04 -0.14667015E-03
     11     30 -0.83736282E-04  0.19968636E-03  0.25971168E-02 -0.31552755E-03  0.45236197E-02 -0.35762104E-03 -0.11353668E-04  0.82655557E-04 -0.10168212E-04  0.13033543E-05 -0.17586444E-04 -0.14415540E-03
     11     40 -0.84086126E-04  0.19898266E-03  0.25981824E-02 -0.31743540E-03  0.45266185E-02 -0.35704593E-03 -0.11132590E-04  0.80995066E-04 -0.99678427E-05  0.12764869E-05 -0.17236682E-04 -0.14125826E-03
     11     50 -0.84181128E-04  0.19673403E-03  0.25836621E-02 -0.31691405E-03  0.45030222E-02 -0.35355979E-03 -0.10957578E-04  0.79419081E-04 -0.97392574E-05  0.12473349E-05 -0.16840269E-04 -0.13851116E-03
     12     10 -0.87747473E-04  0.19488100E-03  0.25818598E-02 -0.34870530E-03  0.44943061E-02 -0.35146363E-03 -0.12315342E-04  0.78925759E-04 -0.96955972E-05  0.13589632E-05 -0.16741702E-04 -0.13779608E-03
     12     20 -0.88254485E-04  0.19605284E-03  0.25933323E-02 -0.35028120E-03  0.45137283E-02 -0.35353218E-03 -0.12242960E-04  0.78299794E-04 -0.95493316E-05  0.13398418E-05 -0.16490617E-04 -0.13670451E-03
     12     30 -0.90141986E-04  0.20343230E-03  0.26693418E-02 -0.35921098E-03  0.46394173E-02 -0.36551267E-03 -0.12080192E-04  0.77058919E-04 -0.94138261E-05  0.13191666E-05 -0.16253961E-04 -0.13453845E-03
     12     40 -0.90144566E-04  0.19967294E-03  0.26625967E-02 -0.36031697E-03  0.46298016E-02 -0.35939999E-03 -0.11877522E-04  0.75632630E-04 -0.92316572E-05  0.12932666E-05 -0.15936720E-04 -0.13204837E-03
     12     50 -0.90150213E-04  0.19699343E-03  0.26493991E-02 -0.35950019E-03  0.46087578E-02 -0.35519558E-03 -0.11707966E-04  0.74277840E-04 -0.90286317E-05  0.12651553E-05 -0.15585540E-04 -0.12968573E-03
     13     10 -0.93708542E-04  0.19505759E-03  0.26479203E-02 -0.39191241E-03  0.45998695E-02 -0.35302905E-03 -0.12976432E-04  0.73811603E-04 -0.89915059E-05  0.13681225E-05 -0.15498204E-04 -0.12902634E-03
     13     20 -0.93872693E-04  0.19448626E-03  0.26491219E-02 -0.39239749E-03  0.46018581E-02 -0.35207043E-03 -0.12908971E-04  0.73263436E-04 -0.88973810E-05  0.13536606E-05 -0.15337471E-04 -0.12807003E-03
     13     30 -0.93914533E-04  0.19259420E-03  0.26669029E-02 -0.39551859E-03  0.46277198E-02 -0.34787840E-03 -0.12752184E-04  0.72189394E-04 -0.87538276E-05  0.13311116E-05 -0.15087643E-04 -0.12619243E-03
     13     40 -0.93433629E-04  0.18743469E-03  0.26565829E-02 -0.39579698E-03  0.46122153E-02 -0.33918713E-03 -0.12559892E-04  0.70953184E-04 -0.85833532E-05  0.13053952E-05 -0.14791344E-04 -0.12403280E-03
     13     50 -0.93245949E-04  0.18475531E-03  0.26476721E-02 -0.39510897E-03  0.45988030E-02 -0.33491677E-03 -0.12401692E-04  0.69774847E-04 -0.84029037E-05  0.12784092E-05 -0.14480176E-04 -0.12197768E-03
     14     10 -0.96555326E-04  0.18284175E-03  0.26467077E-02 -0.42739094E-03  0.45901921E-02 -0.33280957E-03 -0.13591822E-04  0.69329090E-04 -0.83711348E-05  0.13738500E-05 -0.14402227E-04 -0.12136187E-03
     14     20 -0.96432237E-04  0.18129635E-03  0.26418426E-02 -0.42699509E-03  0.45818270E-02 -0.33013448E-03 -0.13531052E-04  0.68845587E-04 -0.83108830E-05  0.13631117E-05 -0.14300006E-04 -0.12051863E-03
     14     30 -0.95156946E-04  0.17435424E-03  0.26231529E-02 -0.42519612E-03  0.45450392E-02 -0.31717650E-03 -0.13382188E-04  0.67911125E-04 -0.81653115E-05  0.13392550E-05 -0.14047828E-04 -0.11888388E-03
     14     40 -0.94351349E-04  0.16927030E-03  0.26135009E-02 -0.42501336E-03  0.45306193E-02 -0.30856313E-03 -0.13188488E-04  0.66832530E-04 -0.80044731E-05  0.13133897E-05 -0.13768459E-04 -0.11699715E-03
     14     50 -0.94073698E-04  0.16717332E-03  0.26097352E-02 -0.42475788E-03  0.45262208E-02 -0.30522902E-03 -0.13034289E-04  0.65797766E-04 -0.78453707E-05  0.12876812E-05 -0.13495001E-04 -0.11519138E-03
     15     10 -0.97040284E-04  0.16537105E-03  0.26092882E-02 -0.45650315E-03  0.45179932E-02 -0.30330669E-03 -0.14153108E-04  0.65367979E-04 -0.78174629E-05  0.13762977E-05 -0.13423688E-04 -0.11461031E-03
     15     20 -0.96728702E-04  0.16358285E-03  0.26024134E-02 -0.45566260E-03  0.45062313E-02 -0.30019669E-03 -0.14095401E-04  0.64940030E-04 -0.77755819E-05  0.13679322E-05 -0.13353134E-04 -0.11386404E-03
     15     30 -0.94860945E-04  0.15548493E-03  0.25703933E-02 -0.45134540E-03  0.44470900E-02 -0.28537509E-03 -0.13944826E-04  0.64124036E-04 -0.76352260E-05  0.13435358E-05 -0.13110757E-04 -0.11243511E-03
     15     40 -0.93980197E-04  0.15153959E-03  0.25642927E-02 -0.45120988E-03  0.44386095E-02 -0.27875881E-03 -0.13748011E-04  0.63175460E-04 -0.74852782E-05  0.13176321E-05 -0.12850460E-04 -0.11077304E-03
     15     50 -0.93738512E-04  0.15033451E-03  0.25646528E-02 -0.45142404E-03  0.44412586E-02 -0.27693160E-03 -0.13596000E-04  0.62258907E-04 -0.73449378E-05  0.12931242E-05 -0.12609813E-04 -0.10917234E-03
     16     10 -0.96365378E-04  0.14864784E-03  0.25645674E-02 -0.48254465E-03  0.44331775E-02 -0.27518955E-03 -0.14652757E-04  0.61841387E-04 -0.73203233E-05  0.13756177E-05 -0.12544214E-04 -0.10861895E-03
     16     20 -0.95990544E-04  0.14715256E-03  0.25588299E-02 -0.48174447E-03  0.44234709E-02 -0.27260379E-03 -0.14595424E-04  0.61462076E-04 -0.72837683E-05  0.13679846E-05 -0.12482690E-04 -0.10795734E-03
     16     30 -0.94249915E-04  0.14069606E-03  0.25317775E-02 -0.47768237E-03  0.43740995E-02 -0.26091149E-03 -0.14444084E-04  0.60743572E-04 -0.71557250E-05  0.13441635E-05 -0.12262232E-04 -0.10669789E-03
     16     40 -0.93529701E-04  0.13834214E-03  0.25302938E-02 -0.47797973E-03  0.43733510E-02 -0.25710704E-03 -0.14252801E-04  0.59900793E-04 -0.70194991E-05  0.13190569E-05 -0.12026365E-04 -0.10521938E-03
     16     50 -0.93370194E-04  0.13793345E-03  0.25330213E-02 -0.47850051E-03  0.43797828E-02 -0.25663548E-03 -0.14103932E-04  0.59082078E-04 -0.68947717E-05  0.12956190E-05 -0.11812908E-04 -0.10378834E-03
     17     10 -0.95736798E-04  0.13630670E-03  0.25331047E-02 -0.50914173E-03  0.43714855E-02 -0.25497987E-03 -0.15105978E-04  0.58673831E-04 -0.68724828E-05  0.13724913E-05 -0.11751392E-04 -0.10325691E-03
     17     20 -0.95413178E-04  0.13536566E-03  0.25302390E-02 -0.50874503E-03  0.43668236E-02 -0.25339040E-03 -0.15047500E-04  0.58336658E-04 -0.68320268E-05  0.13640078E-05 -0.11682697E-04 -0.10266826E-03
     17     30 -0.94296647E-04  0.13185055E-03  0.25178997E-02 -0.50695400E-03  0.43441718E-02 -0.24712349E-03 -0.14899103E-04  0.57696506E-04 -0.67216595E-05  0.13420310E-05 -0.11493461E-04 -0.10154505E-03
     17     40 -0.93870111E-04  0.13094639E-03  0.25204885E-02 -0.50779608E-03  0.43501331E-02 -0.24586615E-03 -0.14714626E-04  0.56941200E-04 -0.65992671E-05  0.13180908E-05 -0.11282249E-04 -0.10021829E-03
     17     50 -0.93783715E-04  0.13097783E-03  0.25239813E-02 -0.50839902E-03  0.43574387E-02 -0.24611788E-03 -0.14571909E-04  0.56203829E-04 -0.64877555E-05  0.12956219E-05 -0.11091702E-04 -0.98928641E-04
     18     10 -0.96005935E-04  0.12934284E-03  0.25240932E-02 -0.53881323E-03  0.43486241E-02 -0.24444506E-03 -0.15524607E-04  0.55802884E-04 -0.64675008E-05  0.13674290E-05 -0.11033822E-04 -0.98415339E-04
     18     20 -0.95809065E-04  0.12895338E-03  0.25243104E-02 -0.53894481E-03  0.43493002E-02 -0.24384330E-03 -0.15463434E-04  0.55502331E-04 -0.64200188E-05  0.13572800E-05 -0.10952549E-04 -0.97889591E-04
