TITLE="Integrated loads convergence history"
VARIABLES="R-time", "P-Time", "Fn_x", "Fn_y", "Fn_z", "Mn_x", "Mn_y", "Mn_z", "Ft_x", "Ft_y", "Ft_z", "Mt_x", "Mt_y", "Mt_z"
      2     40  0.16187770E-03 -0.37494125E-04  0.33386430E-02 -0.24009769E-02 -0.34368548E-02  0.12440183E-03  0.30854197E-03  0.95003069E-05 -0.44747099E-04  0.31265611E-04  0.46037536E-04  0.22661745E-03
      2     50  0.33203776E-03 -0.43198505E-04  0.32790115E-02 -0.23562820E-02 -0.33731076E-02  0.22229970E-03  0.27389258E-03  0.67831488E-05 -0.39891393E-04  0.27853689E-04  0.41060456E-04  0.19953655E-03
      1     10  0.36209844E-02  0.48352401E-04  0.85757171E-02 -0.58156550E-02 -0.92059752E-02  0.25275750E-02  0.19076055E-02  0.12971716E-03 -0.25464070E-03  0.18101944E-03  0.26418398E-03  0.14838882E-02
      1     20  0.36260468E-02  0.24582906E-04  0.86325807E-02 -0.58602414E-02 -0.92671476E-02  0.25074969E-02  0.14002109E-02  0.93558074E-04 -0.18906581E-03  0.13409620E-03  0.19604616E-03  0.10868696E-02
      1     30  0.36065914E-02  0.20918854E-04  0.86408316E-02 -0.58663306E-02 -0.92760359E-02  0.24907665E-02  0.10998417E-02  0.72482730E-04 -0.15025007E-03  0.10633473E-03  0.15577667E-03  0.85211532E-03
      1     40  0.35636326E-02  0.18170357E-04  0.86371630E-02 -0.58635888E-02 -0.92721380E-02  0.24592550E-02  0.91059717E-03  0.58874706E-04 -0.12548383E-03  0.88620411E-04  0.13010420E-03  0.70393445E-03
      1     50  0.34855121E-02  0.14975731E-04  0.86222096E-02 -0.58533796E-02 -0.92561683E-02  0.24040882E-02  0.78450046E-03  0.49474470E-04 -0.10882210E-03  0.76708990E-04  0.11284556E-03  0.60492047E-03
      1     10  0.36209839E-02  0.48352135E-04  0.85757145E-02 -0.58156533E-02 -0.92059726E-02  0.25275744E-02  0.19076053E-02  0.12971713E-03 -0.25464062E-03  0.18101939E-03  0.26418392E-03  0.14838880E-02
      1     20  0.36260491E-02  0.24582030E-04  0.86325768E-02 -0.58602388E-02 -0.92671435E-02  0.25074976E-02  0.14002165E-02  0.93558451E-04 -0.18906716E-03  0.13409710E-03  0.19604761E-03  0.10868741E-02
      1     30  0.36066023E-02  0.20916412E-04  0.86408387E-02 -0.58663356E-02 -0.92760425E-02  0.24907705E-02  0.10999517E-02  0.72491192E-04 -0.15027010E-03  0.10634874E-03  0.15579704E-03  0.85220142E-03
      1     40  0.35637116E-02  0.18169264E-04  0.86372892E-02 -0.58636700E-02 -0.92722672E-02  0.24593016E-02  0.91069372E-03  0.58894631E-04 -0.12550005E-03  0.88631803E-04  0.13012082E-03  0.70402284E-03
      1     50  0.34858246E-02  0.14976140E-04  0.86228177E-02 -0.58537732E-02 -0.92568048E-02  0.24042857E-02  0.78458293E-03  0.49499150E-04 -0.10883679E-03  0.76719208E-04  0.11286107E-03  0.60500531E-03
      1     60  0.33555388E-02  0.11787829E-04  0.85799669E-02 -0.58249911E-02 -0.92108736E-02  0.23145220E-02  0.69573366E-03  0.42572258E-04 -0.97103651E-04  0.68342398E-04  0.10071938E-03  0.53497674E-03
      1     70  0.31590911E-02  0.78674338E-05  0.84752630E-02 -0.57553543E-02 -0.90982205E-02  0.21798371E-02  0.62981521E-03  0.37308827E-04 -0.88563057E-04  0.62252816E-04  0.91897897E-04  0.48292217E-03
      1     80  0.28890484E-02  0.31792098E-05  0.82567288E-02 -0.56113032E-02 -0.88622234E-02  0.19951165E-02  0.57868519E-03  0.33297141E-04 -0.82399653E-04  0.57852534E-04  0.85563163E-04  0.44263126E-03
      1     90  0.25470862E-02 -0.51317236E-06  0.78729156E-02 -0.53581615E-02 -0.84465854E-02  0.17634009E-02  0.53757996E-03  0.30070716E-04 -0.77734287E-04  0.54552340E-04  0.80788971E-04  0.41023191E-03
      1    100  0.21511443E-02 -0.29876843E-05  0.73311022E-02 -0.50019560E-02 -0.78578425E-02  0.14973949E-02  0.50359268E-03  0.27565118E-04 -0.73548794E-04  0.51595207E-04  0.76488441E-04  0.38360136E-03
      2     10  0.17293057E-02 -0.35424513E-04  0.66718111E-02 -0.45747142E-02 -0.70592086E-02  0.11846239E-02  0.47513801E-03  0.17359844E-04 -0.69820821E-04  0.48950174E-04  0.71799004E-04  0.35263440E-03
      2     20  0.89307077E-03 -0.26612354E-04  0.51794683E-02 -0.36022080E-02 -0.54422135E-02  0.64575301E-03  0.42540357E-03  0.14075122E-04 -0.62880815E-04  0.44034778E-04  0.64713677E-04  0.31395757E-03
      2     30  0.70698426E-04 -0.25264223E-04  0.37049979E-02 -0.26410259E-02 -0.38381690E-02  0.10018403E-03  0.35856015E-03  0.11117177E-04 -0.52075950E-04  0.36432682E-04  0.53564186E-04  0.26345263E-03
      2     40  0.16881238E-03 -0.37420101E-04  0.33382547E-02 -0.24011089E-02 -0.34364946E-02  0.12915884E-03  0.30856669E-03  0.95970832E-05 -0.44720641E-04  0.31249596E-04  0.46008409E-04  0.22673860E-03
      2     50  0.33759095E-03 -0.43218413E-04  0.32865507E-02 -0.23615212E-02 -0.33808397E-02  0.22618910E-03  0.27389487E-03  0.68814415E-05 -0.39883481E-04  0.27849181E-04  0.41051194E-04  0.19964151E-03
      3     10  0.34411235E-03 -0.51177677E-04  0.32737697E-02 -0.23510864E-02 -0.33263521E-02  0.22298745E-03  0.26838879E-03  0.21214670E-05 -0.39133765E-04  0.27315312E-04  0.39806846E-04  0.19081150E-03
      3     20  0.29109828E-03 -0.51280921E-04  0.30289358E-02 -0.21882420E-02 -0.30652280E-02  0.18842638E-03  0.25669373E-03  0.18205259E-05 -0.38221250E-04  0.26648845E-04  0.38929581E-04  0.18228654E-03
      3     30  0.13350465E-03 -0.47804328E-04  0.21726537E-02 -0.16263764E-02 -0.21498908E-02  0.76012594E-04  0.23701841E-03  0.10699189E-05 -0.34938862E-04  0.24362511E-04  0.35580096E-04  0.16762122E-03
      3     40  0.93344428E-04 -0.50346340E-04  0.20538573E-02 -0.15515186E-02 -0.20244956E-02  0.36611624E-04  0.21785991E-03  0.68080163E-06 -0.32087456E-04  0.22365892E-04  0.32680689E-04  0.15374966E-03
      3     50  0.93758514E-04 -0.53601284E-04  0.20466205E-02 -0.15437024E-02 -0.20196829E-02  0.35370948E-04  0.20230107E-03  0.52264567E-06 -0.29817311E-04  0.20775638E-04  0.30374405E-04  0.14266106E-03
      4     10  0.93167273E-04 -0.56138509E-04  0.20500782E-02 -0.15435580E-02 -0.19970678E-02  0.33464999E-04  0.19964064E-03 -0.31136734E-05 -0.29429847E-04  0.20491523E-04  0.29622823E-04  0.13704464E-03
      4     20  0.84099073E-04 -0.56742539E-04  0.19606401E-02 -0.14839265E-02 -0.19049528E-02  0.26262719E-04  0.19406711E-03 -0.34199871E-05 -0.29009302E-04  0.20189122E-04  0.29217467E-04  0.13281123E-03
      4     30  0.34264466E-04 -0.55317788E-04  0.15096056E-02 -0.11855340E-02 -0.14330327E-02 -0.14956026E-04  0.18410843E-03 -0.37929914E-05 -0.27287477E-04  0.18984534E-04  0.27482751E-04  0.12542693E-03
      4     40  0.29283033E-05 -0.55036732E-04  0.14950802E-02 -0.11780543E-02 -0.14216780E-02 -0.39640832E-04  0.17358630E-03 -0.41073697E-05 -0.25714289E-04  0.17877465E-04  0.25903373E-04  0.11770740E-03
      4     50 -0.59539021E-05 -0.55488792E-04  0.15007444E-02 -0.11817175E-02 -0.14300482E-02 -0.45037176E-04  0.16452338E-03 -0.43252267E-05 -0.24428938E-04  0.16970863E-04  0.24620022E-04  0.11112228E-03
      5     10 -0.74426361E-05 -0.55548974E-04  0.15012576E-02 -0.11794088E-02 -0.14103212E-02 -0.45356291E-04  0.16283974E-03 -0.71889186E-05 -0.24204558E-04  0.16797971E-04  0.24102661E-04  0.10704698E-03
      5     20 -0.12318342E-04 -0.55508242E-04  0.14580430E-02 -0.11495948E-02 -0.13672868E-02 -0.49485868E-04  0.15947227E-03 -0.71466872E-05 -0.23933938E-04  0.16608080E-04  0.23841405E-04  0.10472618E-03
      5     30 -0.30080037E-04 -0.54358982E-04  0.12738234E-02 -0.10242474E-02 -0.11815034E-02 -0.66348222E-04  0.15332202E-03 -0.73469677E-05 -0.22841714E-04  0.15838202E-04  0.22755830E-04  0.10021616E-03
      5     40 -0.36859392E-04 -0.53273183E-04  0.12822985E-02 -0.10291487E-02 -0.11940286E-02 -0.71619170E-04  0.14649652E-03 -0.73883843E-05 -0.21844455E-04  0.15138200E-04  0.21769843E-04  0.95380251E-04
      5     50 -0.40331932E-04 -0.52561567E-04  0.12880100E-02 -0.10330100E-02 -0.12010588E-02 -0.72405712E-04  0.14040671E-03 -0.71583162E-05 -0.20967576E-04  0.14523527E-04  0.20903734E-04  0.91336977E-04
      6     10 -0.41599274E-04 -0.51680785E-04  0.12881539E-02 -0.10303154E-02 -0.11833476E-02 -0.71665008E-04  0.13918372E-03 -0.95081064E-05 -0.20809207E-04  0.14396189E-04  0.20495712E-04  0.88146498E-04
      6     20 -0.42583641E-04 -0.51595304E-04  0.12802935E-02 -0.10232303E-02 -0.11767864E-02 -0.72737468E-04  0.13688296E-03 -0.94236226E-05 -0.20510107E-04  0.14189559E-04  0.20201110E-04  0.86617673E-04
      6     30 -0.32016123E-04 -0.52433533E-04  0.12988759E-02 -0.10297249E-02 -0.12025997E-02 -0.69530697E-04  0.13264077E-03 -0.93618262E-05 -0.19810126E-04  0.13695140E-04  0.19516115E-04  0.83718494E-04
      6     40 -0.24155366E-04 -0.52216147E-04  0.13173730E-02 -0.10403426E-02 -0.12241660E-02 -0.64127469E-04  0.12776668E-03 -0.93724695E-05 -0.19112693E-04  0.13203105E-04  0.18837838E-04  0.80287041E-04
      6     50 -0.26391305E-04 -0.51300874E-04  0.13203872E-02 -0.10417275E-02 -0.12273334E-02 -0.63986260E-04  0.12331927E-03 -0.92503901E-05 -0.18458971E-04  0.12744695E-04  0.18199152E-04  0.77283620E-04
      7     10 -0.27795399E-04 -0.50619185E-04  0.13207374E-02 -0.10390293E-02 -0.12095553E-02 -0.63587253E-04  0.12234872E-03 -0.11301275E-04 -0.18339941E-04  0.12643932E-04  0.17861880E-04  0.74602483E-04
      7     20 -0.24838526E-04 -0.50938598E-04  0.13429953E-02 -0.10516766E-02 -0.12332173E-02 -0.62099765E-04  0.12067212E-03 -0.11148497E-04 -0.17992376E-04  0.12406691E-04  0.17518247E-04  0.73579270E-04
      7     30  0.92181840E-05 -0.54413081E-04  0.15142255E-02 -0.11585906E-02 -0.14126344E-02 -0.43614149E-04  0.11751691E-03 -0.10937726E-04 -0.17569061E-04  0.12104165E-04  0.17113988E-04  0.71589760E-04
      7     40  0.22356196E-04 -0.54830446E-04  0.15418593E-02 -0.11751329E-02 -0.14420224E-02 -0.34272635E-04  0.11383711E-03 -0.10799854E-04 -0.17062170E-04  0.11745785E-04  0.16629217E-04  0.69146599E-04
      7     50  0.20324749E-04 -0.53842647E-04  0.15419882E-02 -0.11746260E-02 -0.14416113E-02 -0.34183428E-04  0.11042277E-03 -0.10672597E-04 -0.16556805E-04  0.11391300E-04  0.16141723E-04  0.66873748E-04
      8     10  0.18856751E-04 -0.53944283E-04  0.15421108E-02 -0.11715673E-02 -0.14212001E-02 -0.34657199E-04  0.10960516E-03 -0.12552417E-04 -0.16464435E-04  0.11307748E-04  0.15854991E-04  0.64495034E-04
      8     20  0.24665445E-04 -0.54686050E-04  0.15832283E-02 -0.11969487E-02 -0.14629279E-02 -0.31554107E-04  0.10831571E-03 -0.12443031E-04 -0.16095838E-04  0.11056840E-04  0.15493463E-04  0.63699485E-04
      8     30  0.70855386E-04 -0.60139661E-04  0.18389646E-02 -0.13603368E-02 -0.17223131E-02 -0.58007199E-05  0.10583296E-03 -0.12266124E-04 -0.15842972E-04  0.10872959E-04  0.15259299E-04  0.62144754E-04
      8     40  0.83844831E-04 -0.60577022E-04  0.18684539E-02 -0.13782563E-02 -0.17520761E-02  0.39175563E-05  0.10292750E-03 -0.12134747E-04 -0.15459603E-04  0.10600678E-04  0.14898599E-04  0.60238355E-04
      8     50  0.81827596E-04 -0.59570488E-04  0.18649088E-02 -0.13757855E-02 -0.17476872E-02  0.38178055E-05  0.10020693E-03 -0.12014226E-04 -0.15060835E-04  0.10321143E-04  0.14519425E-04  0.58446152E-04
      9     10  0.80326541E-04 -0.60741542E-04  0.18644948E-02 -0.13719982E-02 -0.17231783E-02  0.22649026E-05  0.99489188E-04 -0.13728618E-04 -0.14985002E-04  0.10248121E-04  0.14268060E-04  0.56324764E-04
      9     20  0.87067774E-04 -0.61681313E-04  0.19102082E-02 -0.14009651E-02 -0.17683245E-02  0.58417319E-05  0.98458447E-04 -0.13644260E-04 -0.14633802E-04  0.10009009E-04  0.13928553E-04  0.55685595E-04
      9     30  0.13231425E-03 -0.67781595E-04  0.21756631E-02 -0.15719590E-02 -0.20310727E-02  0.30592234E-04  0.96432468E-04 -0.13488267E-04 -0.14473829E-04  0.98906596E-05  0.13784888E-04  0.54427549E-04
      9     40  0.14154168E-03 -0.68102742E-04  0.21982213E-02 -0.15858598E-02 -0.20525956E-02  0.37874133E-04  0.94066453E-04 -0.13354229E-04 -0.14176310E-04  0.96798152E-05  0.13508950E-04  0.52901421E-04
      9     50  0.13954414E-03 -0.67362869E-04  0.21901333E-02 -0.15808495E-02 -0.20436957E-02  0.37412820E-04  0.91840023E-04 -0.13240135E-04 -0.13848921E-04  0.94498705E-05  0.13202144E-04  0.51450739E-04
     10     10  0.13796949E-03 -0.69634464E-04  0.21890076E-02 -0.15759972E-02 -0.20149062E-02  0.34784489E-04  0.91187967E-04 -0.14828202E-04 -0.13785851E-04  0.93845789E-05  0.12978928E-04  0.49521826E-04
     10     20  0.14366099E-03 -0.70582330E-04  0.22273126E-02 -0.16006684E-02 -0.20517666E-02  0.37674690E-04  0.90335253E-04 -0.14765881E-04 -0.13493331E-04  0.91851361E-05  0.12701571E-04  0.48985777E-04
     10     30  0.17821070E-03 -0.76026636E-04  0.24466261E-02 -0.17424049E-02 -0.22637939E-02  0.55672346E-04  0.88637667E-04 -0.14646409E-04 -0.13367227E-04  0.90919887E-05  0.12590065E-04  0.47919039E-04
     10     40  0.18214595E-03 -0.76413666E-04  0.24581960E-02 -0.17500734E-02 -0.22735552E-02  0.58961303E-04  0.86667417E-04 -0.14513366E-04 -0.13128838E-04  0.89230111E-05  0.12372127E-04  0.46669142E-04
     10     50  0.18012707E-03 -0.76191544E-04  0.24456240E-02 -0.17424809E-02 -0.22605065E-02  0.58025760E-04  0.84806759E-04 -0.14400834E-04 -0.12853431E-04  0.87298576E-05  0.12117660E-04  0.45474602E-04
     11     10  0.17842259E-03 -0.79353972E-04  0.24439512E-02 -0.17365018E-02 -0.22284120E-02  0.54539877E-04  0.84197558E-04 -0.15887005E-04 -0.12801165E-04  0.86713700E-05  0.11917819E-04  0.43696634E-04
     11     20  0.18191959E-03 -0.80165557E-04  0.24687969E-02 -0.17527266E-02 -0.22516350E-02  0.56122695E-04  0.83468990E-04 -0.15855874E-04 -0.12583712E-04  0.85226620E-05  0.11716230E-04  0.43217609E-04
     11     30  0.20202074E-03 -0.84029627E-04  0.26160752E-02 -0.18474083E-02 -0.23905509E-02  0.65577488E-04  0.82018618E-04 -0.15767787E-04 -0.12457287E-04  0.84311234E-05  0.11604439E-04  0.42290532E-04
     11     40  0.20127515E-03 -0.84384735E-04  0.26169170E-02 -0.18491013E-02 -0.23895264E-02  0.65333137E-04  0.80348089E-04 -0.15644326E-04 -0.12252635E-04  0.82857430E-05  0.11419625E-04  0.41241469E-04
     11     50  0.19904537E-03 -0.84470943E-04  0.26021848E-02 -0.18403991E-02 -0.23747955E-02  0.64054225E-04  0.78766448E-04 -0.15533513E-04 -0.12016366E-04  0.81209699E-05  0.11204289E-04  0.40241854E-04
     12     10  0.19718662E-03 -0.88068055E-04  0.26003672E-02 -0.18335206E-02 -0.23409228E-02  0.60149112E-04  0.78188536E-04 -0.16912912E-04 -0.11971018E-04  0.80664901E-05  0.11022057E-04  0.38609835E-04
     12     20  0.19837916E-03 -0.88577973E-04  0.26116181E-02 -0.18409607E-02 -0.23509998E-02  0.60490553E-04  0.77557798E-04 -0.16878660E-04 -0.11822884E-04  0.79654995E-05  0.10887939E-04  0.38202208E-04
     12     30  0.20530220E-03 -0.90399324E-04  0.26854884E-02 -0.18865953E-02 -0.24186845E-02  0.62713500E-04  0.76308667E-04 -0.16781707E-04 -0.11684704E-04  0.78671372E-05  0.10765713E-04  0.37421777E-04
     12     40  0.20150423E-03 -0.90415315E-04  0.26785865E-02 -0.18838330E-02 -0.24104366E-02  0.60441545E-04  0.74875373E-04 -0.16645991E-04 -0.11498297E-04  0.77355534E-05  0.10598847E-04  0.36550239E-04
     12     50  0.19901517E-03 -0.90460991E-04  0.26652929E-02 -0.18764192E-02 -0.23974850E-02  0.59058842E-04  0.73516007E-04 -0.16519495E-04 -0.11290242E-04  0.75914426E-05  0.10411637E-04  0.35721877E-04
     13     10  0.19701439E-03 -0.94038984E-04  0.26637919E-02 -0.18690281E-02 -0.23633433E-02  0.55156856E-04  0.72962820E-04 -0.17794876E-04 -0.11250404E-04  0.75403796E-05  0.10244079E-04  0.34225337E-04
     13     20  0.19644971E-03 -0.94195231E-04  0.26648073E-02 -0.18696797E-02 -0.23639291E-02  0.54636165E-04  0.72414606E-04 -0.17737198E-04 -0.11155893E-04  0.74770087E-05  0.10160584E-04  0.33897137E-04
     13     30  0.19404454E-03 -0.94140090E-04  0.26798596E-02 -0.18752567E-02 -0.23766741E-02  0.52145908E-04  0.71335777E-04 -0.17613134E-04 -0.11008434E-04  0.73731583E-05  0.10030756E-04  0.33259922E-04
     13     40  0.18891449E-03 -0.93680027E-04  0.26694412E-02 -0.18703493E-02 -0.23656162E-02  0.49281435E-04  0.70095128E-04 -0.17457419E-04 -0.10832074E-04  0.72495513E-05  0.98741621E-05  0.32541738E-04
     13     50  0.18644096E-03 -0.93545584E-04  0.26604095E-02 -0.18661260E-02 -0.23569558E-02  0.48048868E-04  0.68914939E-04 -0.17312897E-04 -0.10646190E-04  0.71218744E-05  0.97088982E-05  0.31855882E-04
     14     10  0.18439061E-03 -0.96851193E-04  0.26594899E-02 -0.18585270E-02 -0.23235716E-02  0.44423193E-04  0.68382486E-04 -0.18494907E-04 -0.10611426E-04  0.70740678E-05  0.95543834E-05  0.30478278E-04
     14     20  0.18289858E-03 -0.96728122E-04  0.26545257E-02 -0.18551419E-02 -0.23188576E-02  0.43510963E-04  0.67905455E-04 -0.18412141E-04 -0.10551514E-04  0.70348357E-05  0.95028434E-05  0.30222780E-04
     14     30  0.17558091E-03 -0.95370867E-04  0.26333345E-02 -0.18359815E-02 -0.22990310E-02  0.38905446E-04  0.66971691E-04 -0.18260760E-04 -0.10401297E-04  0.69303199E-05  0.93715767E-05  0.29712101E-04
     14     40  0.17057561E-03 -0.94589814E-04  0.26237678E-02 -0.18316088E-02 -0.22892977E-02  0.36413933E-04  0.65887233E-04 -0.18098011E-04 -0.10233193E-04  0.68129877E-05  0.92237256E-05  0.29109689E-04
     14     50  0.16855513E-03 -0.94344058E-04  0.26198232E-02 -0.18310388E-02 -0.22854751E-02  0.35557860E-04  0.64854658E-04 -0.17931088E-04 -0.10067642E-04  0.67004546E-05  0.90783032E-05  0.28547466E-04
     15     10  0.16655669E-03 -0.97282846E-04  0.26195171E-02 -0.18233568E-02 -0.22532786E-02  0.32345793E-04  0.64340446E-04 -0.19030368E-04 -0.10036857E-04  0.66550395E-05  0.89349413E-05  0.27273793E-04
     15     20  0.16494934E-03 -0.97005149E-04  0.26126835E-02 -0.18187487E-02 -0.22470656E-02  0.31494167E-04  0.63923035E-04 -0.18935442E-04 -0.99953957E-05  0.66285535E-05  0.89000888E-05  0.27070799E-04
     15     30  0.15670319E-03 -0.95099536E-04  0.25791886E-02 -0.17918738E-02 -0.22168920E-02  0.26962153E-04  0.63110155E-04 -0.18769108E-04 -0.98497456E-05  0.65281126E-05  0.87741813E-05  0.26658720E-04
     15     40  0.15281959E-03 -0.94238326E-04  0.25734503E-02 -0.17899745E-02 -0.22110308E-02  0.25370755E-04  0.62153950E-04 -0.18604326E-04 -0.96926054E-05  0.64187122E-05  0.86377181E-05  0.26147803E-04
     15     50  0.15150539E-03 -0.93981328E-04  0.25736238E-02 -0.17921733E-02 -0.22109954E-02  0.24992746E-04  0.61244706E-04 -0.18417252E-04 -0.95460998E-05  0.63197749E-05  0.85108747E-05  0.25689478E-04
     16     10  0.14962608E-03 -0.96578449E-04  0.25737759E-02 -0.17843299E-02 -0.21798947E-02  0.22202549E-04  0.60745001E-04 -0.19450038E-04 -0.95190061E-05  0.62765365E-05  0.83776866E-05  0.24499692E-04
     16     20  0.14845362E-03 -0.96281527E-04  0.25682828E-02 -0.17807540E-02 -0.21749991E-02  0.21685987E-04  0.60374124E-04 -0.19365571E-04 -0.94825926E-05  0.62530977E-05  0.83474826E-05  0.24319746E-04
     16     30  0.14207898E-03 -0.94560913E-04  0.25413367E-02 -0.17597269E-02 -0.21510984E-02  0.18578470E-04  0.59655446E-04 -0.19210762E-04 -0.93507585E-05  0.61627387E-05  0.82352657E-05  0.23963671E-04
     16     40  0.13971762E-03 -0.93845682E-04  0.25403948E-02 -0.17608953E-02 -0.21497399E-02  0.17959644E-04  0.58801717E-04 -0.19062241E-04 -0.92100389E-05  0.60650288E-05  0.81150089E-05  0.23509793E-04
     16     50  0.13904836E-03 -0.93627609E-04  0.25429383E-02 -0.17644190E-02 -0.21518466E-02  0.17978103E-04  0.57989917E-04 -0.18885628E-04 -0.90819275E-05  0.59785959E-05  0.80061351E-05  0.23109568E-04
     17     10  0.13729049E-03 -0.95983901E-04  0.25433322E-02 -0.17562287E-02 -0.21214497E-02  0.15508249E-04  0.57500464E-04 -0.19863031E-04 -0.90579843E-05  0.59371257E-05  0.78819797E-05  0.21989707E-04
     17     20  0.13675601E-03 -0.95773007E-04  0.25409150E-02 -0.17548682E-02 -0.21192983E-02  0.15373735E-04  0.57165607E-04 -0.19801315E-04 -0.90181330E-05  0.59104970E-05  0.78492440E-05  0.21814915E-04
     17     30  0.13346588E-03 -0.94721264E-04  0.25300112E-02 -0.17462156E-02 -0.21095216E-02  0.14055354E-04  0.56518975E-04 -0.19674015E-04 -0.89080739E-05  0.58354920E-05  0.77574683E-05  0.21485224E-04
     17     40  0.13248223E-03 -0.94278548E-04  0.25331525E-02 -0.17498453E-02 -0.21118502E-02  0.14152114E-04  0.55749031E-04 -0.19545991E-04 -0.87862344E-05  0.57509862E-05  0.76554205E-05  0.21071763E-04
     17     50  0.13218182E-03 -0.94111193E-04  0.25364554E-02 -0.17534361E-02 -0.21146628E-02  0.14349103E-04  0.55015328E-04 -0.19393642E-04 -0.86751036E-05  0.56758709E-05  0.75630503E-05  0.20704155E-04
     18     10  0.13048838E-03 -0.96347853E-04  0.25369103E-02 -0.17447082E-02 -0.20845183E-02  0.12044328E-04  0.54530788E-04 -0.20326901E-04 -0.86539806E-05  0.56359615E-05  0.74469097E-05  0.19640503E-04
     18     20  0.13051018E-03 -0.96277120E-04  0.25376599E-02 -0.17455247E-02 -0.20851016E-02  0.12169286E-04  0.54228524E-04 -0.20275932E-04 -0.86079936E-05  0.56044776E-05  0.74095304E-05  0.19479154E-04
     18     30  0.13009363E-03 -0.96032974E-04  0.25428125E-02 -0.17485781E-02 -0.20890522E-02  0.12232794E-04  0.53640202E-04 -0.20171832E-04 -0.85192462E-05  0.55443115E-05  0.73372902E-05  0.19170008E-04
