TITLE="Integrated loads convergence history"
VARIABLES="R-time", "P-Time", "Fn_x", "Fn_y", "Fn_z", "Mn_x", "Mn_y", "Mn_z", "Ft_x", "Ft_y", "Ft_z", "Mt_x", "Mt_y", "Mt_z"
ZONE T="WALL"
    299     50 -0.12055073E-03 -0.12238854E-03  0.21317207E-02  0.68890448E-03 -0.91543538E-03 -0.26940206E-05 -0.14941736E-04 -0.12345155E-04 -0.20965980E-05 -0.54470539E-06  0.77367356E-06  0.78610075E-06
    300     10 -0.12265114E-03 -0.12028582E-03  0.21317798E-02  0.71135182E-03 -0.92768035E-03 -0.50975464E-06 -0.15160919E-04 -0.12080495E-04 -0.20970704E-05 -0.56908701E-06  0.78364369E-06  0.10608797E-05
    300     20 -0.12258860E-03 -0.12032118E-03  0.21314764E-02  0.71126040E-03 -0.92756502E-03 -0.53637853E-06 -0.15165745E-04 -0.12080135E-04 -0.20998120E-05 -0.56991044E-06  0.78473407E-06  0.10628699E-05
    300     30 -0.12240322E-03 -0.12028874E-03  0.21279487E-02  0.71006397E-03 -0.92622860E-03 -0.56904277E-06 -0.15195227E-04 -0.12068337E-04 -0.21007078E-05 -0.56988830E-06  0.78550153E-06  0.10773568E-05
    300     40 -0.12246627E-03 -0.12062189E-03  0.21284061E-02  0.71021273E-03 -0.92630898E-03 -0.69048625E-06 -0.15221970E-04 -0.12059206E-04 -0.21024021E-05 -0.56991077E-06  0.78661204E-06  0.10900786E-05
    300     50 -0.12250835E-03 -0.12067580E-03  0.21289205E-02  0.71040178E-03 -0.92645999E-03 -0.69847766E-06 -0.15235317E-04 -0.12057421E-04 -0.21055302E-05 -0.57059319E-06  0.78801795E-06  0.10957263E-05
    301     10 -0.12457111E-03 -0.11853796E-03  0.21289796E-02  0.73260439E-03 -0.93907530E-03  0.15182551E-05 -0.15447307E-04 -0.11788765E-04 -0.21060706E-05 -0.59491064E-06  0.79846161E-06  0.13746808E-05
    301     20 -0.12449235E-03 -0.11855818E-03  0.21286264E-02  0.73248564E-03 -0.93895160E-03  0.14857974E-05 -0.15451494E-04 -0.11788685E-04 -0.21090506E-05 -0.59588879E-06  0.79957647E-06  0.13763824E-05
    301     30 -0.12427191E-03 -0.11845425E-03  0.21248648E-02  0.73110730E-03 -0.93761533E-03  0.14401594E-05 -0.15479089E-04 -0.11777421E-04 -0.21099242E-05 -0.59586292E-06  0.80035133E-06  0.13904576E-05
    301     40 -0.12431048E-03 -0.11872585E-03  0.21251418E-02  0.73118322E-03 -0.93766536E-03  0.13287837E-05 -0.15501705E-04 -0.11770166E-04 -0.21116891E-05 -0.59592298E-06  0.80150354E-06  0.14014360E-05
    301     50 -0.12432366E-03 -0.11876176E-03  0.21256098E-02  0.73136620E-03 -0.93779285E-03  0.13179429E-05 -0.15512327E-04 -0.11769762E-04 -0.21148751E-05 -0.59666187E-06  0.80294815E-06  0.14058009E-05
    302     10 -0.12634825E-03 -0.11659104E-03  0.21256709E-02  0.75331063E-03 -0.95076965E-03  0.35657432E-05 -0.15717486E-04 -0.11497257E-04 -0.21154426E-05 -0.62090415E-06  0.81384880E-06  0.16887526E-05
    302     20 -0.12625454E-03 -0.11659800E-03  0.21252832E-02  0.75316938E-03 -0.95063515E-03  0.35283710E-05 -0.15720381E-04 -0.11497808E-04 -0.21185241E-05 -0.62199511E-06  0.81496449E-06  0.16897850E-05
    302     30 -0.12599371E-03 -0.11641983E-03  0.21213305E-02  0.75163500E-03 -0.94925411E-03  0.34806045E-05 -0.15746870E-04 -0.11486585E-04 -0.21194065E-05 -0.62200438E-06  0.81570837E-06  0.17038537E-05
    302     40 -0.12600682E-03 -0.11663133E-03  0.21214352E-02  0.75164436E-03 -0.94925891E-03  0.33828245E-05 -0.15765819E-04 -0.11481038E-04 -0.21209466E-05 -0.62202841E-06  0.81676074E-06  0.17131860E-05
    302     50 -0.12600015E-03 -0.11665728E-03  0.21218798E-02  0.75183092E-03 -0.94936978E-03  0.33696780E-05 -0.15775241E-04 -0.11481115E-04 -0.21241199E-05 -0.62282358E-06  0.81820144E-06  0.17170674E-05
    303     10 -0.12798377E-03 -0.11445685E-03  0.21219416E-02  0.77350540E-03 -0.96269867E-03  0.56460733E-05 -0.15974725E-04 -0.11204355E-04 -0.21246520E-05 -0.64696119E-06  0.82953704E-06  0.20043991E-05
    303     20 -0.12788070E-03 -0.11445096E-03  0.21215327E-02  0.77335233E-03 -0.96254718E-03  0.56082731E-05 -0.15977254E-04 -0.11204993E-04 -0.21278364E-05 -0.64815215E-06  0.83069891E-06  0.20052843E-05
    303     30 -0.12758442E-03 -0.11420368E-03  0.21174628E-02  0.77172872E-03 -0.96107418E-03  0.55752262E-05 -0.16000350E-04 -0.11195248E-04 -0.21286113E-05 -0.64818370E-06  0.83133501E-06  0.20179133E-05
    303     40 -0.12758318E-03 -0.11437826E-03  0.21174367E-02  0.77168921E-03 -0.96104033E-03  0.54887471E-05 -0.16016898E-04 -0.11190725E-04 -0.21299058E-05 -0.64820261E-06  0.83222975E-06  0.20262137E-05
    303     50 -0.12756739E-03 -0.11440698E-03  0.21178412E-02  0.77187137E-03 -0.96113486E-03  0.54717497E-05 -0.16025268E-04 -0.11191130E-04 -0.21329930E-05 -0.64903829E-06  0.83364330E-06  0.20296760E-05
    304     10 -0.12951008E-03 -0.11217959E-03  0.21178985E-02  0.79326495E-03 -0.97480719E-03  0.77751280E-05 -0.16219100E-04 -0.10910384E-04 -0.21333504E-05 -0.67300521E-06  0.84535535E-06  0.23211430E-05
    304     20 -0.12940330E-03 -0.11216597E-03  0.21174791E-02  0.79311025E-03 -0.97463623E-03  0.77390894E-05 -0.16221713E-04 -0.10910832E-04 -0.21365137E-05 -0.67421432E-06  0.84656711E-06  0.23221614E-05
    304     30 -0.12908695E-03 -0.11187960E-03  0.21133846E-02  0.79146553E-03 -0.97306860E-03  0.77262165E-05 -0.16241216E-04 -0.10902824E-04 -0.21371678E-05 -0.67427305E-06  0.84707540E-06  0.23330644E-05
    304     40 -0.12908647E-03 -0.11204400E-03  0.21132695E-02  0.79139205E-03 -0.97300832E-03  0.76477311E-05 -0.16257234E-04 -0.10898143E-04 -0.21381838E-05 -0.67427481E-06  0.84780532E-06  0.23414296E-05
    304     50 -0.12907067E-03 -0.11208373E-03  0.21136324E-02  0.79156552E-03 -0.97309066E-03  0.76256245E-05 -0.16266793E-04 -0.10897395E-04 -0.21410189E-05 -0.67509946E-06  0.84910842E-06  0.23458640E-05
    305     10 -0.13097336E-03 -0.10983000E-03  0.21136874E-02  0.81267162E-03 -0.98710332E-03  0.99552325E-05 -0.16455872E-04 -0.10612135E-04 -0.21412624E-05 -0.69890771E-06  0.86122335E-06  0.26419453E-05
    305     20 -0.13086697E-03 -0.10981261E-03  0.21132719E-02  0.81252257E-03 -0.98691982E-03  0.99211055E-05 -0.16459134E-04 -0.10612008E-04 -0.21443135E-05 -0.70009912E-06  0.86243870E-06  0.26434762E-05
    305     30 -0.13056068E-03 -0.10953594E-03  0.21092792E-02  0.81091131E-03 -0.98531542E-03  0.99208149E-05 -0.16475250E-04 -0.10605717E-04 -0.21448951E-05 -0.70021077E-06  0.86283026E-06  0.26526240E-05
    305     40 -0.13057441E-03 -0.10970759E-03  0.21091216E-02  0.81081882E-03 -0.98524423E-03  0.98486492E-05 -0.16489812E-04 -0.10601479E-04 -0.21454869E-05 -0.70012550E-06  0.86334104E-06  0.26604358E-05
    305     50 -0.13055898E-03 -0.10975541E-03  0.21094527E-02  0.81098297E-03 -0.98532098E-03  0.98211386E-05 -0.16497329E-04 -0.10601654E-04 -0.21477250E-05 -0.70081623E-06  0.86435737E-06  0.26637774E-05
    306     10 -0.13242115E-03 -0.10747548E-03  0.21095151E-02  0.83180035E-03 -0.99967484E-03  0.12176168E-04 -0.16681218E-04 -0.10312257E-04 -0.21482690E-05 -0.72461837E-06  0.87704640E-06  0.29640546E-05
    306     20 -0.13231777E-03 -0.10745812E-03  0.21091278E-02  0.83166330E-03 -0.99949498E-03  0.12142175E-04 -0.16684621E-04 -0.10311874E-04 -0.21511341E-05 -0.72577223E-06  0.87821659E-06  0.29657793E-05
    306     30 -0.13204895E-03 -0.10723361E-03  0.21053950E-02  0.83013633E-03 -0.99794235E-03  0.12141462E-04 -0.16697252E-04 -0.10307505E-04 -0.21516817E-05 -0.72594735E-06  0.87853023E-06  0.29729490E-05
    306     40 -0.13208469E-03 -0.10742562E-03  0.21052405E-02  0.83004054E-03 -0.99787752E-03  0.12071660E-04 -0.16709361E-04 -0.10304380E-04 -0.21520279E-05 -0.72584667E-06  0.87888482E-06  0.29794866E-05
    306     50 -0.13206883E-03 -0.10747488E-03  0.21055592E-02  0.83019841E-03 -0.99796108E-03  0.12039619E-04 -0.16714849E-04 -0.10305460E-04 -0.21541757E-05 -0.72658712E-06  0.87985540E-06  0.29816928E-05
    307     10 -0.13388899E-03 -0.10516526E-03  0.21056135E-02  0.85071887E-03 -0.10126451E-02  0.14421123E-04 -0.16893559E-04 -0.10012254E-04 -0.21543739E-05 -0.75010437E-06  0.89282972E-06  0.32858917E-05
    307     20 -0.13379075E-03 -0.10515112E-03  0.21052810E-02  0.85060094E-03 -0.10124851E-02  0.14385592E-04 -0.16896802E-04 -0.10011858E-04 -0.21569053E-05 -0.75115246E-06  0.89389215E-06  0.32875873E-05
    307     30 -0.13357425E-03 -0.10499790E-03  0.21019340E-02  0.84920246E-03 -0.10110515E-02  0.14375663E-04 -0.16906547E-04 -0.10009102E-04 -0.21574754E-05 -0.75138029E-06  0.89418646E-06  0.32930454E-05
    307     40 -0.13363243E-03 -0.10521114E-03  0.21018097E-02  0.84911664E-03 -0.10109993E-02  0.14306018E-04 -0.16917688E-04 -0.10006124E-04 -0.21575716E-05 -0.75124489E-06  0.89438674E-06  0.32992474E-05
    307     50 -0.13361123E-03 -0.10525493E-03  0.21021026E-02  0.84926156E-03 -0.10110846E-02  0.14270348E-04 -0.16922784E-04 -0.10007035E-04 -0.21593326E-05 -0.75191152E-06  0.89517227E-06  0.33013693E-05
    308     10 -0.13539165E-03 -0.10291438E-03  0.21021554E-02  0.86948668E-03 -0.10261001E-02  0.16679538E-04 -0.17095911E-04 -0.97103821E-05 -0.21595528E-05 -0.77527239E-06  0.90859729E-06  0.36090800E-05
    308     20 -0.13529943E-03 -0.10290252E-03  0.21018890E-02  0.86939193E-03 -0.10259669E-02  0.16642681E-04 -0.17098582E-04 -0.97102824E-05 -0.21617081E-05 -0.77620236E-06  0.90951546E-06  0.36104285E-05
    308     30 -0.13512919E-03 -0.10280789E-03  0.20989731E-02  0.86815283E-03 -0.10246664E-02  0.16623948E-04 -0.17104797E-04 -0.97097243E-05 -0.21623742E-05 -0.77650552E-06  0.90982663E-06  0.36135645E-05
    308     40 -0.13520408E-03 -0.10303325E-03  0.20988817E-02  0.86808218E-03 -0.10246257E-02  0.16553225E-04 -0.17113474E-04 -0.97080467E-05 -0.21623454E-05 -0.77639511E-06  0.90990450E-06  0.36182832E-05
    308     50 -0.13517495E-03 -0.10306298E-03  0.20991251E-02  0.86820364E-03 -0.10247029E-02  0.16516454E-04 -0.17118003E-04 -0.97089870E-05 -0.21636171E-05 -0.77693522E-06  0.91045777E-06  0.36201562E-05
    309     10 -0.13691722E-03 -0.10069239E-03  0.20991774E-02  0.88813382E-03 -0.10400484E-02  0.18953903E-04 -0.17286353E-04 -0.94085220E-05 -0.21639105E-05 -0.80013588E-06  0.92436117E-06  0.39317426E-05
    309     20 -0.13683145E-03 -0.10068063E-03  0.20989701E-02  0.88806209E-03 -0.10399377E-02  0.18917532E-04 -0.17288767E-04 -0.94084793E-05 -0.21657043E-05 -0.80093321E-06  0.92515931E-06  0.39329672E-05
    309     30 -0.13668448E-03 -0.10061775E-03  0.20964256E-02  0.88697598E-03 -0.10387410E-02  0.18890858E-04 -0.17292647E-04 -0.94093448E-05 -0.21664498E-05 -0.80130816E-06  0.92548998E-06  0.39345194E-05
    309     40 -0.13675975E-03 -0.10083193E-03  0.20963478E-02  0.88691540E-03 -0.10387007E-02  0.18822342E-04 -0.17299074E-04 -0.94089272E-05 -0.21662547E-05 -0.80119054E-06  0.92544214E-06  0.39377898E-05
    309     50 -0.13672829E-03 -0.10085343E-03  0.20965494E-02  0.88701500E-03 -0.10387731E-02  0.18785271E-04 -0.17302123E-04 -0.94105875E-05 -0.21673490E-05 -0.80172936E-06  0.92589669E-06  0.39387092E-05
    310     10 -0.13843349E-03 -0.98452727E-04  0.20965954E-02  0.90664710E-03 -0.10544433E-02  0.21251817E-04 -0.17465065E-04 -0.91069869E-05 -0.21675444E-05 -0.82469459E-06  0.94018266E-06  0.42534858E-05
    310     20 -0.13835326E-03 -0.98439402E-04  0.20964330E-02  0.90659464E-03 -0.10543490E-02  0.21216725E-04 -0.17466930E-04 -0.91072131E-05 -0.21690127E-05 -0.82536662E-06  0.94086951E-06  0.42543529E-05
    310     30 -0.13820904E-03 -0.98378136E-04  0.20941728E-02  0.90563588E-03 -0.10532200E-02  0.21187843E-04 -0.17469076E-04 -0.91091051E-05 -0.21696968E-05 -0.82575652E-06  0.94115841E-06  0.42546852E-05
    310     40 -0.13828048E-03 -0.98574572E-04  0.20941063E-02  0.90558241E-03 -0.10531831E-02  0.21122331E-04 -0.17474440E-04 -0.91090897E-05 -0.21694383E-05 -0.82567920E-06  0.94102126E-06  0.42573370E-05
    310     50 -0.13824894E-03 -0.98592663E-04  0.20942600E-02  0.90565398E-03 -0.10532506E-02  0.21083545E-04 -0.17476826E-04 -0.91109233E-05 -0.21702926E-05 -0.82615884E-06  0.94136958E-06  0.42578624E-05
    311     10 -0.13991627E-03 -0.96165218E-04  0.20942988E-02  0.92498530E-03 -0.10692424E-02  0.23577508E-04 -0.17634325E-04 -0.88043753E-05 -0.21703531E-05 -0.84885510E-06  0.95601011E-06  0.45756419E-05
    311     20 -0.13983939E-03 -0.96152235E-04  0.20941630E-02  0.92494311E-03 -0.10691597E-02  0.23542119E-04 -0.17635236E-04 -0.88052131E-05 -0.21715486E-05 -0.84943078E-06  0.95658638E-06  0.45757992E-05
    311     30 -0.13969484E-03 -0.96087760E-04  0.20921214E-02  0.92407660E-03 -0.10680905E-02  0.23510290E-04 -0.17635534E-04 -0.88083072E-05 -0.21721658E-05 -0.84983576E-06  0.95683096E-06  0.45747263E-05
    311     40 -0.13975975E-03 -0.96263201E-04  0.20920613E-02  0.92402461E-03 -0.10680578E-02  0.23449815E-04 -0.17638308E-04 -0.88100205E-05 -0.21717320E-05 -0.84974424E-06  0.95656016E-06  0.45754428E-05
    311     50 -0.13973076E-03 -0.96283332E-04  0.20921692E-02  0.92406637E-03 -0.10681220E-02  0.23407954E-04 -0.17638585E-04 -0.88132425E-05 -0.21723327E-05 -0.85016316E-06  0.95677662E-06  0.45743520E-05
    312     10 -0.14135857E-03 -0.93830390E-04  0.20922011E-02  0.94309320E-03 -0.10844321E-02  0.25927819E-04 -0.17790185E-04 -0.85044031E-05 -0.21723769E-05 -0.87262340E-06  0.97182728E-06  0.48944728E-05
    312     20 -0.14128523E-03 -0.93818251E-04  0.20920792E-02  0.94305280E-03 -0.10843598E-02  0.25891298E-04 -0.17790026E-04 -0.85060170E-05 -0.21733572E-05 -0.87313320E-06  0.97230735E-06  0.48937612E-05
    312     30 -0.14114481E-03 -0.93752134E-04  0.20901999E-02  0.94223844E-03 -0.10833504E-02  0.25856626E-04 -0.17788705E-04 -0.85102522E-05 -0.21738483E-05 -0.87351973E-06  0.97249274E-06  0.48913655E-05
    312     40 -0.14121184E-03 -0.93911623E-04  0.20901313E-02  0.94217660E-03 -0.10833211E-02  0.25803335E-04 -0.17789419E-04 -0.85133992E-05 -0.21732569E-05 -0.87339798E-06  0.97211635E-06  0.48904485E-05
    312     50 -0.14118749E-03 -0.93929160E-04  0.20901903E-02  0.94218697E-03 -0.10833786E-02  0.25761456E-04 -0.17786947E-04 -0.85187143E-05 -0.21736477E-05 -0.87375330E-06  0.97223253E-06  0.48870649E-05
    313     10 -0.14277665E-03 -0.91449907E-04  0.20902156E-02  0.96090496E-03 -0.11000014E-02  0.28308266E-04 -0.17932426E-04 -0.82081199E-05 -0.21736534E-05 -0.89595275E-06  0.98767203E-06  0.52089950E-05
    313     20 -0.14270872E-03 -0.91436606E-04  0.20900956E-02  0.96085809E-03 -0.10999369E-02  0.28272306E-04 -0.17931158E-04 -0.82106195E-05 -0.21744853E-05 -0.89643261E-06  0.98806770E-06  0.52073145E-05
    313     30 -0.14257299E-03 -0.91367945E-04  0.20882701E-02  0.96003600E-03 -0.10989544E-02  0.28235839E-04 -0.17927878E-04 -0.82164380E-05 -0.21748240E-05 -0.89677192E-06  0.98818917E-06  0.52031837E-05
    313     40 -0.14264480E-03 -0.91515920E-04  0.20881594E-02  0.95994638E-03 -0.10989146E-02  0.28190874E-04 -0.17925801E-04 -0.82217964E-05 -0.21741011E-05 -0.89663415E-06  0.98771113E-06  0.51998594E-05
    313     50 -0.14262420E-03 -0.91530320E-04  0.20881745E-02  0.95992798E-03 -0.10989638E-02  0.28150170E-04 -0.17921878E-04 -0.82282121E-05 -0.21742986E-05 -0.89692183E-06  0.98773967E-06  0.51951675E-05
    314     10 -0.14417366E-03 -0.89024988E-04  0.20881944E-02  0.97833149E-03 -0.11158925E-02  0.30723698E-04 -0.18062823E-04 -0.79147526E-05 -0.21742547E-05 -0.91884423E-06  0.10035516E-05  0.55199981E-05
    314     20 -0.14410882E-03 -0.89009493E-04  0.20880566E-02  0.97826848E-03 -0.11158264E-02  0.30688182E-04 -0.18061698E-04 -0.79170213E-05 -0.21751375E-05 -0.91939367E-06  0.10039474E-05  0.55184418E-05
    314     30 -0.14396530E-03 -0.88924633E-04  0.20861116E-02  0.97735850E-03 -0.11147887E-02  0.30653377E-04 -0.18057711E-04 -0.79234372E-05 -0.21753416E-05 -0.91968761E-06  0.10040142E-05  0.55135858E-05
    314     40 -0.14404253E-03 -0.89061879E-04  0.20859270E-02  0.97722509E-03 -0.11147207E-02  0.30618783E-04 -0.18054421E-04 -0.79297942E-05 -0.21743448E-05 -0.91943492E-06  0.10033959E-05  0.55091065E-05
    314     50 -0.14402595E-03 -0.89076017E-04  0.20859137E-02  0.97718534E-03 -0.11147653E-02  0.30579093E-04 -0.18049926E-04 -0.79366449E-05 -0.21743497E-05 -0.91964212E-06  0.10033381E-05  0.55038022E-05
    315     10 -0.14553402E-03 -0.86546066E-04  0.20859305E-02  0.99526733E-03 -0.11319922E-02  0.33178050E-04 -0.18185675E-04 -0.76210457E-05 -0.21742318E-05 -0.94125622E-06  0.10195086E-05  0.58308248E-05
    315     20 -0.14546776E-03 -0.86526237E-04  0.20857529E-02  0.99517952E-03 -0.11319105E-02  0.33142854E-04 -0.18184181E-04 -0.76236084E-05 -0.21751957E-05 -0.94187096E-06  0.10199400E-05  0.58289041E-05
    315     30 -0.14530135E-03 -0.86415044E-04  0.20835340E-02  0.99411680E-03 -0.11307268E-02  0.33110761E-04 -0.18180002E-04 -0.76302542E-05 -0.21752418E-05 -0.94209450E-06  0.10199484E-05  0.58237323E-05
    315     40 -0.14538141E-03 -0.86545109E-04  0.20832551E-02  0.99393055E-03 -0.11306145E-02  0.33084487E-04 -0.18176098E-04 -0.76371476E-05 -0.21740249E-05 -0.94175826E-06  0.10191984E-05  0.58185717E-05
    315     50 -0.14537063E-03 -0.86564742E-04  0.20832281E-02  0.99387697E-03 -0.11306585E-02  0.33044445E-04 -0.18171546E-04 -0.76439702E-05 -0.21739109E-05 -0.94192372E-06  0.10190806E-05  0.58131108E-05
    316     10 -0.14683537E-03 -0.84012066E-04  0.20832442E-02  0.10116294E-02 -0.11481746E-02  0.35666959E-04 -0.18302450E-04 -0.73259615E-05 -0.21738256E-05 -0.96326793E-06  0.10356565E-05  0.61425734E-05
    316     20 -0.14676455E-03 -0.83986450E-04  0.20830114E-02  0.10115121E-02 -0.11480647E-02  0.35631985E-04 -0.18301287E-04 -0.73281213E-05 -0.21749660E-05 -0.96398583E-06  0.10361837E-05  0.61409671E-05
    316     30 -0.14656794E-03 -0.83845692E-04  0.20804514E-02  0.10102783E-02 -0.11466729E-02  0.35604437E-04 -0.18298194E-04 -0.73337974E-05 -0.21748112E-05 -0.96411495E-06  0.10361006E-05  0.61366948E-05
    316     40 -0.14665632E-03 -0.83977400E-04  0.20800888E-02  0.10100466E-02 -0.11465140E-02  0.35582739E-04 -0.18295464E-04 -0.73395488E-05 -0.21733286E-05 -0.96364830E-06  0.10352066E-05  0.61325527E-05
    316     50 -0.14665233E-03 -0.84005061E-04  0.20800665E-02  0.10099898E-02 -0.11465636E-02  0.35541417E-04 -0.18292078E-04 -0.73452112E-05 -0.21731154E-05 -0.96376392E-06  0.10350473E-05  0.61281101E-05
    317     10 -0.14807299E-03 -0.81431607E-04  0.20800843E-02  0.10274055E-02 -0.11643594E-02  0.38186145E-04 -0.18418245E-04 -0.70246018E-05 -0.21730285E-05 -0.98480950E-06  0.10520037E-05  0.64602220E-05
    317     20 -0.14799773E-03 -0.81403163E-04  0.20798037E-02  0.10272663E-02 -0.11642184E-02  0.38151036E-04 -0.18416989E-04 -0.70267945E-05 -0.21743219E-05 -0.98559317E-06  0.10526464E-05  0.64585117E-05
    317     30 -0.14777881E-03 -0.81244839E-04  0.20769448E-02  0.10259021E-02 -0.11626055E-02  0.38128852E-04 -0.18413745E-04 -0.70326896E-05 -0.21740504E-05 -0.98567412E-06  0.10524993E-05  0.64539447E-05
    317     40 -0.14787375E-03 -0.81381306E-04  0.20765284E-02  0.10256429E-02 -0.11624087E-02  0.38107518E-04 -0.18410839E-04 -0.70385987E-05 -0.21723661E-05 -0.98512105E-06  0.10514759E-05  0.64495220E-05
    317     50 -0.14787494E-03 -0.81418662E-04  0.20765328E-02  0.10255951E-02 -0.11624736E-02  0.38063336E-04 -0.18407562E-04 -0.70441212E-05 -0.21720315E-05 -0.98518156E-06  0.10512568E-05  0.64450886E-05
    318     10 -0.14925067E-03 -0.78826780E-04  0.20765577E-02  0.10426704E-02 -0.11805426E-02  0.40728449E-04 -0.18528347E-04 -0.67215847E-05 -0.21719581E-05 -0.10059221E-05  0.10685962E-05  0.67791615E-05
    318     20 -0.14917318E-03 -0.78800116E-04  0.20762576E-02  0.10425272E-02 -0.11803795E-02  0.40692732E-04 -0.18526557E-04 -0.67243287E-05 -0.21733284E-05 -0.10067180E-05  0.10693368E-05  0.67768542E-05
    318     30 -0.14894601E-03 -0.78641944E-04  0.20732337E-02  0.10411135E-02 -0.11785933E-02  0.40675249E-04 -0.18522826E-04 -0.67308063E-05 -0.21729521E-05 -0.10067570E-05  0.10691229E-05  0.67716259E-05
    318     40 -0.14904415E-03 -0.78780858E-04  0.20728069E-02  0.10408494E-02 -0.11783795E-02  0.40652627E-04 -0.18519322E-04 -0.67373519E-05 -0.21711285E-05 -0.10061443E-05  0.10679906E-05  0.67664589E-05
    318     50 -0.14904945E-03 -0.78825689E-04  0.20728580E-02  0.10408218E-02 -0.11784698E-02  0.40606298E-04 -0.18515532E-04 -0.67434100E-05 -0.21707413E-05 -0.10061719E-05  0.10677509E-05  0.67613800E-05
    319     10 -0.15038041E-03 -0.76216050E-04  0.20728912E-02  0.10575539E-02 -0.11968058E-02  0.43291260E-04 -0.18630581E-04 -0.64195081E-05 -0.21706611E-05 -0.10265995E-05  0.10854476E-05  0.70968587E-05
    319     20 -0.15030566E-03 -0.76194089E-04  0.20726048E-02  0.10574251E-02 -0.11966368E-02  0.43256149E-04 -0.18628260E-04 -0.64228370E-05 -0.21719907E-05 -0.10273475E-05  0.10862201E-05  0.70939159E-05
    319     30 -0.15008660E-03 -0.76048774E-04  0.20695876E-02  0.10560432E-02 -0.11947744E-02  0.43243296E-04 -0.18624147E-04 -0.64297461E-05 -0.21715942E-05 -0.10273938E-05  0.10859735E-05  0.70881324E-05
    319     40 -0.15018637E-03 -0.76185160E-04  0.20691939E-02  0.10557937E-02 -0.11945705E-02  0.43221223E-04 -0.18620216E-04 -0.64367799E-05 -0.21697424E-05 -0.10267769E-05  0.10847970E-05  0.70823673E-05
    319     50 -0.15019894E-03 -0.76236663E-04  0.20692993E-02  0.10557901E-02 -0.11946913E-02  0.43175208E-04 -0.18616048E-04 -0.64432987E-05 -0.21693672E-05 -0.10268140E-05  0.10845646E-05  0.70767345E-05
    320     10 -0.15148693E-03 -0.73609460E-04  0.20693419E-02  0.10721772E-02 -0.12132909E-02  0.45880518E-04 -0.18725157E-04 -0.61184265E-05 -0.21693298E-05 -0.10469394E-05  0.11026424E-05  0.74132128E-05
    320     20 -0.15142044E-03 -0.73594490E-04  0.20690989E-02  0.10720735E-02 -0.12131375E-02  0.45846901E-04 -0.18721994E-04 -0.61227707E-05 -0.21705544E-05 -0.10476247E-05  0.11033903E-05  0.74092213E-05
    320     30 -0.15122356E-03 -0.73470652E-04  0.20662314E-02  0.10707690E-02 -0.12113079E-02  0.45836269E-04 -0.18717417E-04 -0.61302393E-05 -0.21702175E-05 -0.10477100E-05  0.11031626E-05  0.74027664E-05
    320     40 -0.15132683E-03 -0.73602596E-04  0.20658848E-02  0.10705361E-02 -0.12111273E-02  0.45817593E-04 -0.18712766E-04 -0.61381709E-05 -0.21683336E-05 -0.10470594E-05  0.11019551E-05  0.73960227E-05
    320     50 -0.15135348E-03 -0.73661137E-04  0.20660390E-02  0.10705518E-02 -0.12112782E-02  0.45775206E-04 -0.18707721E-04 -0.61457878E-05 -0.21679725E-05 -0.10470899E-05  0.11017347E-05  0.73892243E-05
    321     10 -0.15260072E-03 -0.71015440E-04  0.20660895E-02  0.10865920E-02 -0.12301375E-02  0.48502443E-04 -0.18811008E-04 -0.58200941E-05 -0.21678863E-05 -0.10668576E-05  0.11201373E-05  0.77265634E-05
    321     20 -0.15254687E-03 -0.71007927E-04  0.20659015E-02  0.10865126E-02 -0.12300141E-02  0.48471194E-04 -0.18807602E-04 -0.58248537E-05 -0.21689566E-05 -0.10674721E-05  0.11208115E-05  0.77221379E-05
    321     30 -0.15237878E-03 -0.70906867E-04  0.20632003E-02  0.10852602E-02 -0.12282624E-02  0.48460107E-04 -0.18802993E-04 -0.58324059E-05 -0.21687997E-05 -0.10676458E-05  0.11206875E-05  0.77154952E-05
    321     40 -0.15248708E-03 -0.71033427E-04  0.20628627E-02  0.10850198E-02 -0.12280876E-02  0.48446851E-04 -0.18798202E-04 -0.58406151E-05 -0.21669731E-05 -0.10670157E-05  0.11194945E-05  0.77083943E-05
    321     50 -0.15253054E-03 -0.71099628E-04  0.20630566E-02  0.10850484E-02 -0.12282660E-02  0.48408637E-04 -0.18793012E-04 -0.58485472E-05 -0.21666530E-05 -0.10670611E-05  0.11193001E-05  0.77012168E-05
    322     10 -0.15373720E-03 -0.68434513E-04  0.20631129E-02  0.11007384E-02 -0.12473796E-02  0.51158444E-04 -0.18890820E-04 -0.55217942E-05 -0.21665598E-05 -0.10865019E-05  0.11380377E-05  0.80396545E-05
    322     20 -0.15369407E-03 -0.68432818E-04  0.20629598E-02  0.11006671E-02 -0.12472811E-02  0.51128397E-04 -0.18887271E-04 -0.55268659E-05 -0.21675932E-05 -0.10871354E-05  0.11386782E-05  0.80348942E-05
    322     30 -0.15353882E-03 -0.68342855E-04  0.20602537E-02  0.10993588E-02 -0.12455284E-02  0.51111836E-04 -0.18882971E-04 -0.55341557E-05 -0.21676568E-05 -0.10874038E-05  0.11386961E-05  0.80284518E-05
    322     40 -0.15364743E-03 -0.68461167E-04  0.20598452E-02  0.10990682E-02 -0.12453139E-02  0.51102239E-04 -0.18878393E-04 -0.55423314E-05 -0.21657884E-05 -0.10867265E-05  0.11374736E-05  0.80213625E-05
