TITLE="Integrated loads convergence history"
VARIABLES="R-time", "P-Time", "Fn_x", "Fn_y", "Fn_z", "Mn_x", "Mn_y", "Mn_z", "Ft_x", "Ft_y", "Ft_z", "Mt_x", "Mt_y", "Mt_z"
      1     70 -0.79174800E-05 -0.31585614E-02  0.84801192E-02 -0.32640569E-03  0.30188318E-02  0.10978241E-02 -0.38003443E-04 -0.63018896E-03 -0.84408597E-04 -0.34689057E-06 -0.27631863E-04  0.20771532E-03
      1     80 -0.32575683E-05 -0.28858318E-02  0.82626497E-02 -0.31664190E-03  0.29371104E-02  0.99724691E-03 -0.33578974E-04 -0.57905198E-03 -0.78111562E-04 -0.28748251E-06 -0.25588265E-04  0.19095160E-03
      1     90  0.40753985E-06 -0.25415273E-02  0.78780800E-02 -0.29828628E-03  0.27926409E-02  0.87044468E-03 -0.30443652E-04 -0.53793198E-03 -0.73423467E-04 -0.21553638E-06 -0.24045724E-04  0.17746280E-03
      1    100  0.28594718E-05 -0.21440299E-02  0.73335945E-02 -0.27034743E-03  0.25869849E-02  0.72353234E-03 -0.27957163E-04 -0.50393173E-03 -0.69265977E-04 -0.16595273E-06 -0.22681307E-04  0.16631987E-03
      2     10  0.35125284E-04 -0.17207742E-02  0.66711741E-02 -0.15410339E-03  0.23306440E-02  0.56565751E-03 -0.18054194E-04 -0.47547403E-03 -0.65591660E-04 -0.93468071E-06 -0.21500106E-04  0.15727250E-03
      2     20  0.26314734E-04 -0.88489535E-03  0.51750635E-02 -0.81615311E-04  0.17576272E-02  0.24860972E-03 -0.16075568E-04 -0.42572572E-03 -0.58796547E-04 -0.80569500E-06 -0.19288528E-04  0.14104044E-03
      2     30  0.25125799E-04 -0.66783276E-04  0.36988186E-02 -0.32213368E-05  0.11927849E-02 -0.53965767E-04 -0.14047614E-04 -0.35885958E-03 -0.48194863E-04 -0.73575324E-06 -0.15779825E-04  0.11927421E-03
      2     40  0.37420740E-04 -0.16242607E-03  0.33312140E-02  0.18172821E-04  0.10514422E-02  0.44442850E-05 -0.10927108E-04 -0.30875144E-03 -0.40955428E-04 -0.66188496E-06 -0.13390166E-04  0.10267576E-03
      2     50  0.43213858E-04 -0.33390532E-03  0.32750722E-02  0.20393351E-04  0.10361910E-02  0.77515904E-04 -0.92189617E-05 -0.27406617E-03 -0.36170859E-04 -0.60438715E-06 -0.11795251E-04  0.91059315E-04
      1     10 -0.48407836E-04 -0.36224806E-02  0.85867940E-02 -0.33039014E-03  0.30658931E-02  0.12709744E-02 -0.12922335E-03 -0.19063015E-02 -0.26264613E-03  0.50312938E-08 -0.86735410E-04  0.62409307E-03
      1     20 -0.24619620E-04 -0.36273385E-02  0.86418377E-02 -0.33266880E-03  0.30788804E-02  0.12715181E-02 -0.93791276E-04 -0.13996718E-02 -0.19177078E-03 -0.23061860E-06 -0.63157426E-04  0.45889398E-03
      1     30 -0.20945124E-04 -0.36075295E-02  0.86475694E-02 -0.33292901E-03  0.30800993E-02  0.12641481E-02 -0.72679044E-04 -0.10997704E-02 -0.14987016E-03 -0.32524117E-06 -0.49233919E-04  0.36117828E-03
      1     40 -0.18179504E-04 -0.35643331E-02  0.86422021E-02 -0.33276574E-03  0.30782370E-02  0.12482422E-02 -0.59097164E-04 -0.91080773E-03 -0.12330103E-03 -0.36794198E-06 -0.40438271E-04  0.29953971E-03
      1     50 -0.14981793E-04 -0.34860951E-02  0.86263287E-02 -0.33222844E-03  0.30725387E-02  0.12191944E-02 -0.49804222E-04 -0.78485894E-03 -0.10557887E-03 -0.38303838E-06 -0.34590804E-04  0.25838486E-03
      1     10 -0.48407565E-04 -0.36224810E-02  0.85867968E-02 -0.33039017E-03  0.30658941E-02  0.12709745E-02 -0.12922334E-03 -0.19063012E-02 -0.26264586E-03  0.50040199E-08 -0.86735280E-04  0.62409296E-03
      1     20 -0.24618732E-04 -0.36273397E-02  0.86418368E-02 -0.33266886E-03  0.30788805E-02  0.12715187E-02 -0.93792282E-04 -0.13996809E-02 -0.19177049E-03 -0.23061882E-06 -0.63157171E-04  0.45889671E-03
      1     30 -0.20942621E-04 -0.36075512E-02  0.86475869E-02 -0.33293274E-03  0.30801054E-02  0.12641567E-02 -0.72689872E-04 -0.10998668E-02 -0.14987683E-03 -0.32485684E-06 -0.49235782E-04  0.36120889E-03
      1     40 -0.18178298E-04 -0.35644731E-02  0.86424480E-02 -0.33279518E-03  0.30783291E-02  0.12482980E-02 -0.59113820E-04 -0.91087862E-03 -0.12330636E-03 -0.36789269E-06 -0.40439844E-04  0.29956258E-03
      1     50 -0.14982008E-04 -0.34864398E-02  0.86270421E-02 -0.33229880E-03  0.30728090E-02  0.12193341E-02 -0.49835063E-04 -0.78492303E-03 -0.10558516E-03 -0.38313333E-06 -0.34592438E-04  0.25840438E-03
      1     60 -0.11802055E-04 -0.33560776E-02  0.85837703E-02 -0.33065864E-03  0.30570562E-02  0.11709202E-02 -0.43224018E-04 -0.69613786E-03 -0.93259221E-04 -0.37614099E-06 -0.30534198E-04  0.22933259E-03
      1     70 -0.79011301E-05 -0.31596813E-02  0.84791947E-02 -0.32631569E-03  0.30183909E-02  0.10982521E-02 -0.37988458E-04 -0.63023793E-03 -0.84417138E-04 -0.34665723E-06 -0.27634525E-04  0.20773105E-03
      1     80 -0.32339091E-05 -0.28895391E-02  0.82603297E-02 -0.31644110E-03  0.29361173E-02  0.99857781E-03 -0.33617513E-04 -0.57910012E-03 -0.78121200E-04 -0.28712588E-06 -0.25590693E-04  0.19096474E-03
      1     90  0.43012330E-06 -0.25472814E-02  0.78750463E-02 -0.29800999E-03  0.27913363E-02  0.87238781E-03 -0.30473361E-04 -0.53797010E-03 -0.73424888E-04 -0.21566521E-06 -0.24045339E-04  0.17747284E-03
      1    100  0.28728441E-05 -0.21508656E-02  0.73306302E-02 -0.27005222E-03  0.25856584E-02  0.72581400E-03 -0.28006499E-04 -0.50396096E-03 -0.69265011E-04 -0.16619809E-06 -0.22680258E-04  0.16632657E-03
      2     10  0.35267725E-04 -0.17287327E-02  0.66686684E-02 -0.15384570E-03  0.23294900E-02  0.56830980E-03 -0.18203089E-04 -0.47549730E-03 -0.65592098E-04 -0.93474083E-06 -0.21499221E-04  0.15727590E-03
      2     20  0.26452340E-04 -0.89360180E-03  0.51743566E-02 -0.81352624E-04  0.17571830E-02  0.25145161E-03 -0.16086160E-04 -0.42573144E-03 -0.58802618E-04 -0.80503553E-06 -0.19290857E-04  0.14104091E-03
      2     30  0.25197597E-04 -0.73749860E-04  0.37054450E-02 -0.31387094E-05  0.11950949E-02 -0.51650311E-04 -0.14129513E-04 -0.35886329E-03 -0.48215009E-04 -0.73449889E-06 -0.15787728E-04  0.11927274E-03
      2     40  0.37363511E-04 -0.16967180E-03  0.33313905E-02  0.18403266E-04  0.10515339E-02  0.72365271E-05 -0.11103156E-04 -0.30878316E-03 -0.40977018E-04 -0.65986968E-06 -0.13397950E-04  0.10267922E-03
      2     50  0.43208442E-04 -0.33758220E-03  0.32781704E-02  0.20535121E-04  0.10373284E-02  0.78679189E-04 -0.93761277E-05 -0.27406668E-03 -0.36195932E-04 -0.60213271E-06 -0.11805194E-04  0.91055445E-04
      3     10  0.51205175E-04 -0.34448426E-03  0.32663748E-02  0.61768067E-04  0.10350371E-02  0.80565005E-04 -0.43746929E-05 -0.26858724E-03 -0.35473108E-04 -0.10301376E-05 -0.11581469E-04  0.89304361E-04
      3     20  0.51380187E-04 -0.29270286E-03  0.30254759E-02  0.69686245E-04  0.94641559E-03  0.60708838E-04 -0.39475745E-05 -0.25687518E-03 -0.34612597E-04 -0.95793720E-06 -0.11325054E-04  0.85410601E-04
      3     30  0.47997751E-04 -0.13722489E-03  0.21794653E-02  0.98976235E-04  0.62706074E-03  0.14546695E-04 -0.30825372E-05 -0.23718915E-03 -0.31427310E-04 -0.89984142E-06 -0.10260734E-04  0.78931099E-04
      3     40  0.50422383E-04 -0.95609523E-04  0.20551176E-02  0.10121558E-03  0.57658475E-03  0.90790887E-05 -0.27794117E-05 -0.21803111E-03 -0.28668306E-04 -0.83653056E-06 -0.93526897E-05  0.72563061E-04
      3     50  0.53630293E-04 -0.95552532E-04  0.20480267E-02  0.98608904E-04  0.57698680E-03  0.72251600E-05 -0.27370609E-05 -0.20246947E-03 -0.26528553E-04 -0.77986954E-06 -0.86531708E-05  0.67375557E-04
      4     10  0.56215113E-04 -0.95036413E-04  0.20516884E-02  0.12480069E-03  0.58079911E-03  0.59296316E-05  0.75589195E-06 -0.19985088E-03 -0.26176302E-04 -0.10932695E-05 -0.85560485E-05  0.66515458E-04
      4     20  0.56882311E-04 -0.86198581E-04  0.19634893E-02  0.12439497E-03  0.54844043E-03  0.32193506E-05  0.91431925E-06 -0.19427644E-03 -0.25818682E-04 -0.10574830E-05 -0.84499398E-05  0.64660290E-04
      4     30  0.55466756E-04 -0.36668964E-04  0.15166279E-02  0.12949737E-03  0.38211204E-03 -0.55431898E-05  0.70461510E-06 -0.18433828E-03 -0.24211239E-04 -0.10014410E-05 -0.79187978E-05  0.61356538E-04
      4     40  0.55100806E-04 -0.44993758E-05  0.14992810E-02  0.12571596E-03  0.37333018E-03 -0.13399804E-04  0.66900753E-06 -0.17381058E-03 -0.22738981E-04 -0.94444074E-06 -0.74377612E-05  0.57855898E-04
      4     50  0.55567026E-04  0.43568651E-05  0.15050480E-02  0.12319682E-03  0.37556069E-03 -0.17623931E-04  0.84250899E-06 -0.16472362E-03 -0.21522475E-04 -0.89254646E-06 -0.70407677E-05  0.54827425E-04
      5     10  0.55650566E-04  0.57774693E-05  0.15058290E-02  0.14345135E-03  0.37850657E-03 -0.18883856E-04  0.36409926E-05 -0.16309905E-03 -0.21309135E-04 -0.11467501E-05 -0.69894792E-05  0.54260026E-04
      5     20  0.55628274E-04  0.10792750E-04  0.14626240E-02  0.14177621E-03  0.36359734E-03 -0.19834500E-04  0.35925262E-05 -0.15971933E-03 -0.21058752E-04 -0.11265577E-05 -0.69074260E-05  0.53135325E-04
      5     30  0.54460084E-04  0.28896690E-04  0.12781400E-02  0.13678672E-03  0.29809603E-03 -0.20356404E-04  0.34678362E-05 -0.15358202E-03 -0.20011178E-04 -0.10784477E-05 -0.65652341E-05  0.51081489E-04
      5     40  0.53370488E-04  0.35831329E-04  0.12855290E-02  0.13297741E-03  0.30139439E-03 -0.21104243E-04  0.32480610E-05 -0.14676515E-03 -0.19082683E-04 -0.10271770E-05 -0.62627850E-05  0.48814559E-04
      5     50  0.52664971E-04  0.39374953E-04  0.12911503E-02  0.13186485E-03  0.30342378E-03 -0.23184719E-04  0.31073285E-05 -0.14065676E-03 -0.18266958E-04 -0.98124320E-06 -0.59972486E-05  0.46783449E-04
      6     10  0.51784661E-04  0.40659773E-04  0.12912592E-02  0.14973047E-03  0.30624161E-03 -0.24335640E-04  0.55398959E-05 -0.13949407E-03 -0.18119678E-04 -0.11964716E-05 -0.59690001E-05  0.46343893E-04
      6     20  0.51717958E-04  0.41806278E-04  0.12827650E-02  0.14815366E-03  0.30487345E-03 -0.24271449E-04  0.55310875E-05 -0.13717912E-03 -0.17842513E-04 -0.11803060E-05 -0.58759537E-05  0.45571326E-04
      6     30  0.52521810E-04  0.31633349E-04  0.12987309E-02  0.14147910E-03  0.31610323E-03 -0.17647619E-04  0.53481371E-05 -0.13294070E-03 -0.17179157E-04 -0.11383351E-05 -0.56611573E-05  0.44147092E-04
      6     40  0.52296797E-04  0.23927380E-04  0.13162569E-02  0.13904985E-03  0.32414860E-03 -0.14786667E-04  0.51571373E-05 -0.12807830E-03 -0.16533583E-04 -0.10919278E-05 -0.54524088E-05  0.42529962E-04
      6     50  0.51358065E-04  0.26344330E-04  0.13193450E-02  0.13901071E-03  0.32588417E-03 -0.16351381E-04  0.50532956E-05 -0.12362777E-03 -0.15920788E-04 -0.10519230E-05 -0.52512650E-05  0.41053382E-04
      7     10  0.50667055E-04  0.27749348E-04  0.13197560E-02  0.15711660E-03  0.32896109E-03 -0.17499625E-04  0.71665068E-05 -0.12272428E-03 -0.15808622E-04 -0.12392859E-05 -0.52342834E-05  0.40679317E-04
      7     20  0.51000627E-04  0.24841704E-04  0.13410656E-02  0.15647351E-03  0.33889098E-03 -0.16294216E-04  0.71594794E-05 -0.12103069E-03 -0.15475494E-04 -0.12228133E-05 -0.51183337E-05  0.40113563E-04
      7     30  0.54435988E-04 -0.87507384E-05  0.15083568E-02  0.15421307E-03  0.40700122E-03 -0.33865514E-05  0.70543259E-05 -0.11786052E-03 -0.15070587E-04 -0.11879724E-05 -0.49904234E-05  0.39046472E-04
      7     40  0.54816973E-04 -0.21739268E-04  0.15352023E-02  0.15342414E-03  0.41863737E-03  0.37820298E-06  0.68435778E-05 -0.11418330E-03 -0.14594188E-04 -0.11468184E-05 -0.48366176E-05  0.37827316E-04
      7     50  0.53799938E-04 -0.19547808E-04  0.15355889E-02  0.15398142E-03  0.41934600E-03 -0.84225940E-06  0.66825187E-05 -0.11076949E-03 -0.14116897E-04 -0.11100644E-05 -0.46799185E-05  0.36698942E-04
      8     10  0.53886022E-04 -0.18095583E-04  0.15358088E-02  0.17444281E-03  0.42256391E-03 -0.19890717E-05  0.85553629E-05 -0.11002260E-03 -0.14029907E-04 -0.12755872E-05 -0.46719574E-05  0.36359506E-04
      8     20  0.54627962E-04 -0.23903487E-04  0.15759713E-02  0.17525101E-03  0.43928962E-03  0.13402607E-06  0.85361686E-05 -0.10872077E-03 -0.13673696E-04 -0.12554400E-05 -0.45470677E-05  0.35924639E-04
      8     30  0.60005234E-04 -0.69608552E-04  0.18277152E-02  0.18045600E-03  0.53842972E-03  0.16305074E-04  0.84117628E-05 -0.10622836E-03 -0.13430119E-04 -0.12274751E-05 -0.44728251E-05  0.35086997E-04
      8     40  0.60397862E-04 -0.82315995E-04  0.18565923E-02  0.18122849E-03  0.55070720E-03  0.19505625E-04  0.82031810E-05 -0.10332817E-03 -0.13063813E-04 -0.11909828E-05 -0.43549480E-05  0.34128009E-04
      8     50  0.59394479E-04 -0.80409021E-04  0.18532875E-02  0.18196048E-03  0.54959139E-03  0.18593408E-04  0.80293152E-05 -0.10061266E-03 -0.12684133E-04 -0.11568895E-05 -0.42296221E-05  0.33232941E-04
      9     10  0.60536614E-04 -0.78965567E-04  0.18529405E-02  0.20591446E-03  0.55297481E-03  0.17400833E-04  0.97257183E-05 -0.99967526E-04 -0.12612331E-04 -0.13048913E-05 -0.42271663E-05  0.32912230E-04
      9     20  0.61487025E-04 -0.85747767E-04  0.18980531E-02  0.20805678E-03  0.57104773E-03  0.19832760E-04  0.96973363E-05 -0.98927913E-04 -0.12270258E-04 -0.12808556E-05 -0.41070018E-05  0.32565180E-04
      9     30  0.67496965E-04 -0.13049253E-03  0.21607718E-02  0.21992745E-03  0.67340637E-03  0.35414592E-04  0.95414895E-05 -0.96896637E-04 -0.12118211E-04 -0.12588181E-05 -0.40624717E-05  0.31886385E-04
      9     40  0.67791456E-04 -0.13949376E-03  0.21830687E-02  0.22178405E-03  0.68264232E-03  0.37302982E-04  0.93230611E-05 -0.94537725E-04 -0.11832568E-04 -0.12267127E-05 -0.39699012E-05  0.31110599E-04
      9     50  0.67081716E-04 -0.13785330E-03  0.21753517E-02  0.22231679E-03  0.67940377E-03  0.36554681E-04  0.91331609E-05 -0.92316853E-04 -0.11519011E-04 -0.11944395E-05 -0.38664957E-05  0.30381748E-04
     10     10  0.69337431E-04 -0.13632726E-03  0.21742834E-02  0.24978847E-03  0.68310916E-03  0.35218859E-04  0.10688810E-04 -0.91741562E-04 -0.11458636E-04 -0.13280245E-05 -0.38684673E-05  0.30071740E-04
     10     20  0.70307212E-04 -0.14202783E-03  0.22122689E-02  0.25255040E-03  0.69795523E-03  0.37233205E-04  0.10644138E-04 -0.90883115E-04 -0.11172445E-04 -0.13026580E-05 -0.37680474E-05  0.29786608E-04
     10     30  0.75705885E-04 -0.17638371E-03  0.24309583E-02  0.26745431E-03  0.78285231E-03  0.49334949E-04  0.10483512E-04 -0.89184206E-04 -0.11050266E-04 -0.12834955E-05 -0.37320405E-05  0.29223348E-04
     10     40  0.76085180E-04 -0.18026137E-03  0.24427757E-02  0.26970893E-03  0.78710919E-03  0.49709110E-04  0.10245792E-04 -0.87223168E-04 -0.10820253E-04 -0.12547154E-05 -0.36575966E-05  0.28583167E-04
     10     50  0.75905910E-04 -0.17845567E-03  0.24304303E-02  0.26973708E-03  0.78176965E-03  0.48816105E-04  0.10056091E-04 -0.85368256E-04 -0.10556010E-04 -0.12239897E-05 -0.35702273E-05  0.27976139E-04
     11     10  0.79054701E-04 -0.17677739E-03  0.24287890E-02  0.29994832E-03  0.78602237E-03  0.47273550E-04  0.11496999E-04 -0.84842741E-04 -0.10505873E-04 -0.13457819E-05 -0.35757871E-05  0.27671799E-04
     11     20  0.79872885E-04 -0.18028277E-03  0.24536998E-02  0.30243944E-03  0.79554780E-03  0.48466755E-04  0.11442872E-04 -0.84114976E-04 -0.10292035E-04 -0.13223600E-05 -0.35009844E-05  0.27431301E-04
     11     30  0.83760391E-04 -0.20063216E-03  0.26024456E-02  0.31605778E-03  0.85372025E-03  0.55955810E-04  0.11281234E-04 -0.82670342E-04 -0.10168399E-04 -0.13033256E-05 -0.34623793E-05  0.26957226E-04
     11     40  0.84107807E-04 -0.19992024E-03  0.26036050E-02  0.31799071E-03  0.85290319E-03  0.55067210E-04  0.11058476E-04 -0.81009928E-04 -0.99684196E-05 -0.12765095E-05 -0.33974111E-05  0.26417401E-04
     11     50  0.84200995E-04 -0.19765496E-03  0.25890170E-02  0.31746563E-03  0.84642734E-03  0.53894297E-04  0.10882579E-04 -0.79434153E-04 -0.97398589E-05 -0.12473582E-05 -0.33206643E-05  0.25902382E-04
     12     10  0.87783368E-04 -0.19579931E-03  0.25872064E-02  0.34933063E-03  0.85142161E-03  0.52153611E-04  0.12225988E-04 -0.78944913E-04 -0.96960668E-05 -0.13589914E-05 -0.33287005E-05  0.25600167E-04
     12     20  0.88293815E-04 -0.19698848E-03  0.25987825E-02  0.35092598E-03  0.85574595E-03  0.52509848E-04  0.12167280E-04 -0.78316331E-04 -0.95495107E-05 -0.13397831E-05 -0.32771950E-05  0.25393626E-04
     12     30  0.90201215E-04 -0.20446415E-03  0.26754026E-02  0.35998795E-03  0.88730769E-03  0.55787814E-04  0.12003515E-04 -0.77074830E-04 -0.94142173E-05 -0.13191246E-05 -0.32334278E-05  0.24991138E-04
     12     40  0.90204507E-04 -0.20067830E-03  0.26686800E-02  0.36111917E-03  0.88290385E-03  0.54107430E-04  0.11799528E-04 -0.75648645E-04 -0.92322555E-05 -0.12932731E-05 -0.31735265E-05  0.24529044E-04
     12     50  0.90212319E-04 -0.19797380E-03  0.26554104E-02  0.36029637E-03  0.87661969E-03  0.52759762E-04  0.11629514E-04 -0.74294004E-04 -0.90292635E-05 -0.12651653E-05 -0.31044547E-05  0.24087373E-04
     13     10  0.93789673E-04 -0.19603370E-03  0.26539237E-02  0.39279625E-03  0.88246175E-03  0.50916942E-04  0.12887230E-04 -0.73831362E-04 -0.89919787E-05 -0.13681336E-05 -0.31147773E-05  0.23785130E-04
     13     20  0.93957442E-04 -0.19546340E-03  0.26551532E-02  0.39329685E-03  0.88292694E-03  0.50685321E-04  0.12830409E-04 -0.73281000E-04 -0.88979140E-05 -0.13535991E-05 -0.30810084E-05  0.23604737E-04
     13     30  0.94006463E-04 -0.19357462E-03  0.26730645E-02  0.39652917E-03  0.89357057E-03  0.50908848E-04  0.12673029E-04 -0.72206525E-04 -0.87544226E-05 -0.13310648E-05 -0.30336650E-05  0.23259177E-04
     13     40  0.93530616E-04 -0.18837472E-03  0.26627349E-02  0.39683191E-03  0.88764578E-03  0.48908973E-04  0.12479995E-04 -0.70970403E-04 -0.85840171E-05 -0.13053902E-05 -0.29769763E-05  0.22860036E-04
     13     50  0.93348576E-04 -0.18566567E-03  0.26537692E-02  0.39613562E-03  0.88261940E-03  0.47627921E-04  0.12321951E-04 -0.69792108E-04 -0.84035806E-05 -0.12784065E-05 -0.29146244E-05  0.22476001E-04
     14     10  0.96678184E-04 -0.18374663E-03  0.26527996E-02  0.42851302E-03  0.88925489E-03  0.45770740E-04  0.13503450E-04 -0.69349667E-04 -0.83716606E-05 -0.13738471E-05 -0.29266610E-05  0.22172330E-04
     14     20  0.96558932E-04 -0.18218682E-03  0.26478972E-02  0.42812623E-03  0.88749322E-03  0.45234262E-04  0.13451744E-04 -0.68864135E-04 -0.83117935E-05 -0.13630654E-05 -0.29046206E-05  0.22012864E-04
     14     30  0.95279086E-04 -0.17517294E-03  0.26289774E-02  0.42640645E-03  0.88516351E-03  0.43751474E-04  0.13302879E-04 -0.67929418E-04 -0.81659964E-05 -0.13392063E-05 -0.28552977E-05  0.21713373E-04
     14     40  0.94484205E-04 -0.17004808E-03  0.26193366E-02  0.42624637E-03  0.87956075E-03  0.41836744E-04  0.13108697E-04 -0.66850917E-04 -0.80051840E-05 -0.13133781E-05 -0.28016315E-05  0.21367556E-04
     14     50  0.94215801E-04 -0.16792271E-03  0.26155566E-02  0.42598256E-03  0.87619366E-03  0.40826736E-04  0.12954691E-04 -0.65816175E-04 -0.78460552E-05 -0.12876655E-05 -0.27457437E-05  0.21031338E-04
     15     10  0.97202040E-04 -0.16611403E-03  0.26151089E-02  0.45782661E-03  0.88352305E-03  0.39013876E-04  0.14065861E-04 -0.65389629E-04 -0.78180312E-05 -0.13762808E-05 -0.27591687E-05  0.20725932E-04
     15     20  0.96895544E-04 -0.16430308E-03  0.26081719E-02  0.45698926E-03  0.88099733E-03  0.38408713E-04  0.14016744E-04 -0.64959593E-04 -0.77766176E-05 -0.13678926E-05 -0.27434770E-05  0.20584423E-04
     15     30  0.95020754E-04 -0.15611326E-03  0.25758377E-02  0.45272416E-03  0.87345640E-03  0.36406924E-04  0.13866277E-04 -0.64143520E-04 -0.76358862E-05 -0.13434797E-05 -0.26950829E-05  0.20324354E-04
     15     40  0.94158466E-04 -0.15214302E-03  0.25698192E-02  0.45261013E-03  0.86932103E-03  0.34864246E-04  0.13669023E-04 -0.63195049E-04 -0.74859938E-05 -0.13176153E-05 -0.26449142E-05  0.20023013E-04
     15     50  0.93929440E-04 -0.15091401E-03  0.25702033E-02  0.45281709E-03  0.86746812E-03  0.34195434E-04  0.13517316E-04 -0.62278472E-04 -0.73456404E-05 -0.12931008E-05 -0.25950627E-05  0.19726383E-04
     16     10  0.96574715E-04 -0.14921987E-03  0.25701203E-02  0.48403811E-03  0.87540415E-03  0.32440158E-04  0.14566716E-04 -0.61864284E-04 -0.73209742E-05 -0.13756030E-05 -0.26096227E-05  0.19418774E-04
     16     20  0.96207952E-04 -0.14770522E-03  0.25643447E-02  0.48323785E-03  0.87320494E-03  0.31921561E-04  0.14517971E-04 -0.61482743E-04 -0.72847436E-05 -0.13679573E-05 -0.25957858E-05  0.19293133E-04
     16     30  0.94473126E-04 -0.14119895E-03  0.25371853E-02  0.47921516E-03  0.86637858E-03  0.30226109E-04  0.14366560E-04 -0.60764262E-04 -0.71563493E-05 -0.13441070E-05 -0.25510132E-05  0.19065399E-04
     16     40  0.93779799E-04 -0.13884459E-03  0.25358649E-02  0.47953264E-03  0.86413723E-03  0.29178257E-04  0.14174653E-04 -0.59921619E-04 -0.70201790E-05 -0.13190283E-05 -0.25048499E-05  0.18799526E-04
     16     50  0.93637490E-04 -0.13841754E-03  0.25386320E-02  0.48004683E-03  0.86341383E-03  0.28803200E-04  0.14026046E-04 -0.59102883E-04 -0.68955304E-05 -0.12955962E-05 -0.24601735E-05  0.18535786E-04
     17     10  0.96022160E-04 -0.13678166E-03  0.25387140E-02  0.51078988E-03  0.87191701E-03  0.27083557E-04  0.15021185E-04 -0.58697961E-04 -0.68731181E-05 -0.13724624E-05 -0.24754395E-05  0.18225425E-04
     17     20  0.95711917E-04 -0.13583284E-03  0.25358616E-02  0.51039225E-03  0.87066309E-03  0.26723749E-04  0.14970462E-04 -0.58358684E-04 -0.68327299E-05 -0.13639682E-05 -0.24604904E-05  0.18114144E-04
     17     30  0.94625077E-04 -0.13234582E-03  0.25237649E-02  0.50863789E-03  0.86787833E-03  0.25742649E-04  0.14821783E-04 -0.57718517E-04 -0.67222012E-05 -0.13419650E-05 -0.24212195E-05  0.17912335E-04
     17     40  0.94233427E-04 -0.13146430E-03  0.25265726E-02  0.50949802E-03  0.86741670E-03  0.25155654E-04  0.14636382E-04 -0.56963373E-04 -0.65998914E-05 -0.13180398E-05 -0.23790961E-05  0.17675853E-04
     17     50  0.94169269E-04 -0.13148346E-03  0.25300829E-02  0.51009193E-03  0.86739591E-03  0.24967791E-04  0.14493639E-04 -0.56226004E-04 -0.64884442E-05 -0.12955692E-05 -0.23388721E-05  0.17439159E-04
     18     10  0.96411107E-04 -0.12983678E-03  0.25301873E-02  0.54061005E-03  0.87647604E-03  0.23245560E-04  0.15440826E-04 -0.55828095E-04 -0.64680598E-05 -0.13673729E-05 -0.23546982E-05  0.17125522E-04
     18     20  0.96234781E-04 -0.12945473E-03  0.25304661E-02  0.54073985E-03  0.87631426E-03  0.23048311E-04  0.15385283E-04 -0.55526003E-04 -0.64204251E-05 -0.13572116E-05 -0.23375921E-05  0.17027661E-04
